Higher taxonomic group,Order,Family,Genus,species,female2n,male2n,"Predicted ploidy (1,2,3,4)",Sexual.system,sex.chromosome.system,"notes, comments"
Aves,Passeriformes,Estrildidae,Lonchura,castaneothorax,,,,gonochorous,ZW,
Aves,Passeriformes,Estrildidae,Lonchura,flaviprymna,,,,gonochorous,ZW,
Aves,Passeriformes,Estrildidae,Lonchura,molucca,,,,gonochorous,ZW,
Aves,Passeriformes,Estrildidae,Lonchura,punctulata,,,,gonochorous,ZW,
Aves,Passeriformes,Estrildidae,Lonchura,striata,,,,gonochorous,ZW,
Aves,Passeriformes,Estrildidae,Neochmia,modesta,,,,gonochorous,ZW,was Aidemosyne
Aves,Passeriformes,Estrildidae,Neochmia,phaeton,,,,gonochorous,ZW,
Aves,Passeriformes,Estrildidae,Neochmia,temporalis,,,,gonochorous,ZW,was Aeginthia temporalis
Aves,Passeriformes,Estrildidae,Poephila,cincta,,,,gonochorous,ZW,
Aves,Passeriformes,Estrildidae,Poephila,personata,,,,gonochorous,ZW,
Aves,Passeriformes,Estrildidae,Stagonopleura,guttata,,,,gonochorous,ZW,was Emblema
Aves,Passeriformes,Estrildidae,Taeniopygia,bichenovii,,,,gonochorous,ZW,was Poephila
Aves,Passeriformes,Estrildidae,Taeniopygia,guttata,,,,gonochorous,ZW,was Poephila
Aves,Passeriformes,Estrildidae,Uraeginthus,bengalus,,,,gonochorous,ZW,
Aves,Passeriformes,Fringillidae,Serinus,canaria,,,,gonochorous,ZW,
Aves,Passeriformes,Motacillidae,Motacilla,flava,,,,gonochorous,ZW,
Aves,Passeriformes,Muscicapidae,Monticola,saxatilis,,,,gonochorous,ZW,
Aves,Passeriformes,Muscicapidae,Oenanthe,deserti,,,,gonochorous,ZW,
Aves,Passeriformes,Muscicapidae,Oenanthe,hispanica,,,,gonochorous,ZW,
Aves,Passeriformes,Muscicapidae,Oenanthe,oenanthe,,,,gonochorous,ZW,
Aves,Passeriformes,Muscicapidae,Phoenicurus,phoenicurus,,,,gonochorous,ZW,
Aves,Passeriformes,Muscicapidae,Saxicola,insignis,,,,gonochorous,ZW,
Aves,Passeriformes,Muscicapidae,Saxicola,torquatus,,,,gonochorous,ZW,
Aves,Passeriformes,Paridae,Parus,major,,,,gonochorous,ZW,
Aves,Passeriformes,Paridae,Poecile,palustris,,,,gonochorous,ZW,
Aves,Passeriformes,Passeridae,Passer,domesticus,,,,gonochorous,ZW,
Aves,Passeriformes,Passeridae,Passer,hispaniolensis,,,,gonochorous,ZW,
Aves,Passeriformes,Passeridae,Passer,montanus,,,,gonochorous,ZW,
Aves,Passeriformes,Sylviidae,Chrysomma,sinense,,,,gonochorous,ZW,
Aves,Passeriformes,Sylviidae,Sylvia,communis,,,,gonochorous,complex ZW,
Aves,Passeriformes,Thraupidae,Oryzoborus,maximiliani,,,,gonochorous,ZW,
Aves,Passeriformes,Thraupidae,Sporophila,americana,,,,gonochorous,ZW,
Aves,Passeriformes,Thraupidae,Sporophila,nigricollis,,,,gonochorous,ZW,
Aves,Passeriformes,Turdidae,Turdus,merula,,,,gonochorous,ZW,
Aves,Passeriformes,Turdidae,Turdus,migratorius,,,,gonochorous,ZW,
Aves,Passeriformes,Turdidae,Turdus,pilaris,,,,gonochorous,ZW,
Aves,Pelecaniformes,Ardeidae,Ardea,cinerea,,,,gonochorous,ZW,
Aves,Pelecaniformes,Ardeidae,Ardea,goliath,,,,gonochorous,ZW,
Aves,Pelecaniformes,Balaenicipitidae,Balaeniceps,rex,,,,gonochorous,ZW,
Aves,Pelecaniformes,Pelecanidae,Pelecanus,crispus,,,,gonochorous,ZW,
Aves,Pelecaniformes,Scopidae,Scopus,umbretta,,,,gonochorous,ZW,
Aves,Pelecaniformes,Threskiornithidae,Geronticus,eremita,,,,gonochorous,ZW,
Aves,Pelecaniformes,Threskiornithidae,Threskiornis,moluccus,,,,gonochorous,ZW,
Aves,Pelecaniformes,Threskiornithidae,Threskiornis,spinicollis,,,,gonochorous,ZW,
Aves,Piciformes,Megalaimidae,Megalaima,haemacephala,,,,gonochorous,ZW,
Aves,Piciformes,Picidae,Dendrocopos,mahrattensis,,,,gonochorous,ZW,was Picoides
Aves,Piciformes,Picidae,Picus,viridis,,,,gonochorous,ZW,
Aves,Podicipediformes,Podicipedidae,Podiceps,cristatus,,,,gonochorous,ZW,
Aves,Psittaciformes,Cacatuidae,Cacatua,galerita,,,,gonochorous,ZW,
Aves,Psittaciformes,Cacatuidae,Cacatua,sanguinea,,,,gonochorous,ZW,
Aves,Psittaciformes,Cacatuidae,Calyptorhynchus,banksii,,,,gonochorous,ZW,was magnificus
Aves,Psittaciformes,Cacatuidae,Nymphicus,hollandicus,,,,gonochorous,ZW,
Aves,Psittaciformes,Psittacidae,Amazona,viridigenalis,,,,gonochorous,ZW,
Aves,Psittaciformes,Psittacidae,Anodorhynchus,hyacinthinus,,,,gonochorous,ZW,
Aves,Psittaciformes,Psittacidae,Aratinga,aurea,,,,gonochorous,ZW,
Aves,Psittaciformes,Psittacidae,Aratinga,cactorum,,,,gonochorous,ZW,
Aves,Psittaciformes,Psittacidae,Deroptyus,accipitrinus,,,,gonochorous,ZW,
Aves,Psittaciformes,Psittacidae,Graydidascalus,brachyurus,,,,gonochorous,ZW,
Aves,Psittaciformes,Psittacidae,Melopsittacus,undulatus,,,,gonochorous,ZW,
Aves,Psittaciformes,Psittacidae,Pionus,maximiliani,,,,gonochorous,ZW,
Aves,Psittaciformes,Psittacidae,Psittrichas,fulgidus,,,,gonochorous,ZW,
Aves,Rheiformes,Rheidae,Rhea,americana,,,,gonochorous,ZW,
Aves,Rheiformes,Rheidae,Rhea,pennata,,,,gonochorous,ZW,was Pterocnemia
Aves,Strigiformes,Strigidae,Bubo,africanus,,,,gonochorous,ZW,
Aves,Strigiformes,Strigidae,Bubo,bubo,,,,gonochorous,ZW,
Aves,Strigiformes,Strigidae,Bubo,scandiacus,,,,gonochorous,ZW,was Nyctea
Aves,Strigiformes,Strigidae,Bubo,virginianus,,,,gonochorous,ZW,
Aves,Strigiformes,Strigidae,Ptilopsis,leucotis,,,,gonochorous,ZW,was Otus
Aves,Strigiformes,Strigidae,Strix,aluco,,,,gonochorous,ZW,
Aves,Strigiformes,Strigidae,Strix,nebulosa,,,,gonochorous,ZW,
Aves,Strigiformes,Strigidae,Strix,woodfordii,,,,gonochorous,ZW,was Ciccaba
Aves,Suliformes,Sulidae,Morus,bassanus,,,,gonochorous,ZW,
Aves,Tinamiformes,Tinamidae,Eudromia,elegans,,,,gonochorous,ZW,
Aves,Tinamiformes,Tinamidae,Nothura,maculosa,,,,gonochorous,ZW,
