Infra.Class,Order,Family,Common.name,Species,Synonym.,X2n
NEOGNATHAE,PASSERIFORMES,Estrildidae,"Waxbills, Munias and allies",Pytilia phoenicoptera,Aegintha temporalis,56
NEOGNATHAE,PASSERIFORMES,Estrildidae,"Waxbills, Munias and allies",Spermestes bicolor,Lonchura bicolor,78
NEOGNATHAE,PASSERIFORMES,Estrildidae,"Waxbills, Munias and allies",Stagonopleura guttata,Emblema guttata,78
NEOGNATHAE,PASSERIFORMES,Estrildidae,"Waxbills, Munias and allies",Taeniopygia bichenovii,Emblema guttata,78
NEOGNATHAE,PASSERIFORMES,Estrildidae,"Waxbills, Munias and allies",Taeniopygia guttata,Emblema guttata,78
NEOGNATHAE,PASSERIFORMES,Estrildidae,"Waxbills, Munias and allies",Uraeginthus bengalus,Emblema guttata,80
NEOGNATHAE,PASSERIFORMES,Eurylaimidae,Broadbills,Psarisomus dalhousiae,Emblema guttata,76
NEOGNATHAE,PASSERIFORMES,Fringillidae,"Finches, Euphonias",Acanthis flammea,Carduelis flammea,78
NEOGNATHAE,PASSERIFORMES,Fringillidae,"Finches, Euphonias",Bucanetes githagineus,Rhodopechys githaginea,78
NEOGNATHAE,PASSERIFORMES,Fringillidae,"Finches, Euphonias",Bucanetes mongolicus,Rhodopechys mongolica,80
NEOGNATHAE,PASSERIFORMES,Fringillidae,"Finches, Euphonias",Carduelis carduelis,Rhodopechys mongolica,82
NEOGNATHAE,PASSERIFORMES,Fringillidae,"Finches, Euphonias",Carpodacus erythrinus,Rhodopechys mongolica,80
NEOGNATHAE,PASSERIFORMES,Fringillidae,"Finches, Euphonias",Carpodacus roseus,Rhodopechys mongolica,82
NEOGNATHAE,PASSERIFORMES,Fringillidae,"Finches, Euphonias",Chloris ambigua,Carduelis ambigua,80
NEOGNATHAE,PASSERIFORMES,Fringillidae,"Finches, Euphonias",Chloris chloris,Carduelis chloris,80
NEOGNATHAE,PASSERIFORMES,Fringillidae,"Finches, Euphonias",Chloris sinica,Carduelis sinica,80
NEOGNATHAE,PASSERIFORMES,Fringillidae,"Finches, Euphonias",Coccothraustes coccothraustes,Carduelis sinica,78
NEOGNATHAE,PASSERIFORMES,Fringillidae,"Finches, Euphonias",Eophona migratoria,Coccothraustes migratorius,78
NEOGNATHAE,PASSERIFORMES,Fringillidae,"Finches, Euphonias",Eophona personata,Coccothraustes migratorius,78
NEOGNATHAE,PASSERIFORMES,Fringillidae,"Finches, Euphonias",Fringilla coelebs,Coccothraustes migratorius,80
NEOGNATHAE,PASSERIFORMES,Fringillidae,"Finches, Euphonias",Fringilla montifringilla,Coccothraustes migratorius,78
NEOGNATHAE,PASSERIFORMES,Fringillidae,"Finches, Euphonias",Haemorhous mexicanus,Carpodacus mexicanus,80
NEOGNATHAE,PASSERIFORMES,Fringillidae,"Finches, Euphonias",Linaria cannabina,Carduelis cannabina,82
NEOGNATHAE,PASSERIFORMES,Fringillidae,"Finches, Euphonias",Loxia curvirostra,Carduelis cannabina,76
NEOGNATHAE,PASSERIFORMES,Fringillidae,"Finches, Euphonias",Pyrrhula pyrrhula,Carduelis cannabina,78
NEOGNATHAE,PASSERIFORMES,Fringillidae,"Finches, Euphonias",Serinus canaria,Carduelis cannabina,80
NEOGNATHAE,PASSERIFORMES,Fringillidae,"Finches, Euphonias",Spinus spinus,Carduelis spinus,78
NEOGNATHAE,PASSERIFORMES,Furnariidae,Ovenbirds,Lepidocolaptes angustirostris,Carduelis spinus,82
NEOGNATHAE,PASSERIFORMES,Furnariidae,Ovenbirds,Glyphorynchus spirurus,Carduelis spinus,80
NEOGNATHAE,PASSERIFORMES,Furnariidae,Ovenbirds,Sittasomus griseicapillus,Carduelis spinus,82
NEOGNATHAE,PASSERIFORMES,Furnariidae,Ovenbirds,Synallaxis frontalis,Carduelis spinus,82
NEOGNATHAE,PASSERIFORMES,Hirundinidae,"Swallows, Martins",Cecropis daurica,Hirundo daurica,78
NEOGNATHAE,PASSERIFORMES,Hirundinidae,"Swallows, Martins",Hirundo rustica,Hirundo daurica,80
NEOGNATHAE,PASSERIFORMES,Hirundinidae,"Swallows, Martins",Hirundo smithii,Hirundo daurica,72
NEOGNATHAE,PASSERIFORMES,Hirundinidae,"Swallows, Martins",Notiochelidon cyanoleuca,Hirundo daurica,82
NEOGNATHAE,PASSERIFORMES,Hirundinidae,"Swallows, Martins",Progne chalybea,Hirundo daurica,76
NEOGNATHAE,PASSERIFORMES,Hirundinidae,"Swallows, Martins",Progne tapera,Hirundo daurica,76
NEOGNATHAE,PASSERIFORMES,Hirundinidae,"Swallows, Martins",Pygochelidon cyanoleuca,Hirundo daurica,76
NEOGNATHAE,PASSERIFORMES,Hirundinidae,"Swallows, Martins",Riparia diluta,Hirundo daurica,72
NEOGNATHAE,PASSERIFORMES,Hirundinidae,"Swallows, Martins",Riparia riparia,Hirundo daurica,80
NEOGNATHAE,PASSERIFORMES,Hirundinidae,"Swallows, Martins",Stelgidopteryx ruficollis,Hirundo daurica,80
NEOGNATHAE,PASSERIFORMES,Icteridae,"Oropendolas, Orioles and Blackbirds",Agelaius phoeniceus,Hirundo daurica,80
NEOGNATHAE,PASSERIFORMES,Icteridae,"Oropendolas, Orioles and Blackbirds",Icteria virens,Hirundo daurica,80
NEOGNATHAE,PASSERIFORMES,Icteridae,"Oropendolas, Orioles and Blackbirds",Icterus graduacauda,Hirundo daurica,78
NEOGNATHAE,PASSERIFORMES,Icteridae,"Oropendolas, Orioles and Blackbirds",Molothrus ater,Hirundo daurica,80
NEOGNATHAE,PASSERIFORMES,Icteridae,"Oropendolas, Orioles and Blackbirds",Molothrus bonariensis,Hirundo daurica,80
NEOGNATHAE,PASSERIFORMES,Icteridae,"Oropendolas, Orioles and Blackbirds",Quiscalus mexicanus,Hirundo daurica,76
NEOGNATHAE,PASSERIFORMES,Icteridae,"Oropendolas, Orioles and Blackbirds",Quiscalus quiscula,Hirundo daurica,76
NEOGNATHAE,PASSERIFORMES,Icteridae,"Oropendolas, Orioles and Blackbirds",Sturnella magna,Hirundo daurica,78
NEOGNATHAE,PASSERIFORMES,Icteridae,"Oropendolas, Orioles and Blackbirds",Sturnella militaris,Hirundo daurica,76
NEOGNATHAE,PASSERIFORMES,Icteridae,"Oropendolas, Orioles and Blackbirds",Xanthocephalus xanthocephalus,Hirundo daurica,76
NEOGNATHAE,PASSERIFORMES,Laniidae,Shrikes,Lanius bucephalus,Hirundo daurica,76
NEOGNATHAE,PASSERIFORMES,Laniidae,Shrikes,Lanius collurio,Hirundo daurica,76
NEOGNATHAE,PASSERIFORMES,Laniidae,Shrikes,Lanius cristatus,Hirundo daurica,76
NEOGNATHAE,PASSERIFORMES,Laniidae,Shrikes,Lanius excubitor,Hirundo daurica,76
NEOGNATHAE,PASSERIFORMES,Laniidae,Shrikes,Lanius minor,Hirundo daurica,76
NEOGNATHAE,PASSERIFORMES,Laniidae,Shrikes,Lanius phoenicuroides,Hirundo daurica,76
NEOGNATHAE,PASSERIFORMES,Laniidae,Shrikes,Lanius schach erythronotus,Hirundo daurica,76
NEOGNATHAE,PASSERIFORMES,Laniidae,Shrikes,Lanius schach tricolor,Hirundo daurica,72
NEOGNATHAE,PASSERIFORMES,Laniidae,Shrikes,Lanius tephronotus,Hirundo daurica,74
NEOGNATHAE,PASSERIFORMES,Laniidae,Shrikes,Lanius tigrinus,Hirundo daurica,76
NEOGNATHAE,PASSERIFORMES,Laniidae,Shrikes,Lanius vittatus,Hirundo daurica,72
NEOGNATHAE,PASSERIFORMES,Leiothrichidae,Laughingthrushes & allies,Actinodura cyanouroptera,Hirundo daurica,76
NEOGNATHAE,PASSERIFORMES,Leiothrichidae,Laughingthrushes & allies,Babax lanceolatus,Hirundo daurica,76
NEOGNATHAE,PASSERIFORMES,Leiothrichidae,Laughingthrushes & allies,Garrulax canorus,Hirundo daurica,78
NEOGNATHAE,PASSERIFORMES,Leiothrichidae,Laughingthrushes & allies,Garrulax cineraceus,Hirundo daurica,76
NEOGNATHAE,PASSERIFORMES,Leiothrichidae,Laughingthrushes & allies,Garrulax pectoralis,Hirundo daurica,76
NEOGNATHAE,PASSERIFORMES,Leiothrichidae,Laughingthrushes & allies,Garrulax poecilorhynchus,Hirundo daurica,76
NEOGNATHAE,PASSERIFORMES,Leiothrichidae,Laughingthrushes & allies,Garrulax sannio,Hirundo daurica,76
NEOGNATHAE,PASSERIFORMES,Leiothrichidae,Laughingthrushes & allies,Heterophasia melanoleuca,Hirundo daurica,76
NEOGNATHAE,PASSERIFORMES,Leiothrichidae,Laughingthrushes & allies,Heterophasia pulchella,Hirundo daurica,76
NEOGNATHAE,PASSERIFORMES,Leiothrichidae,Laughingthrushes & allies,Ianthocincla albogularis,Hirundo daurica,76
NEOGNATHAE,PASSERIFORMES,Leiothrichidae,Laughingthrushes & allies,Leiothrix lutea,Hirundo daurica,76
NEOGNATHAE,PASSERIFORMES,Leiothrichidae,Laughingthrushes & allies,Minla cyanouroptera,Hirundo daurica,76
NEOGNATHAE,PASSERIFORMES,Leiothrichidae,Laughingthrushes & allies,Trochalopteron formosum,Hirundo daurica,78
NEOGNATHAE,PASSERIFORMES,Leiothrichidae,Laughingthrushes & allies,Turdoides malcolmi,Hirundo daurica,70
NEOGNATHAE,PASSERIFORMES,Leiothrichidae,Laughingthrushes & allies,Turdoides striata,Turdoides striatus striatus,70
NEOGNATHAE,PASSERIFORMES,Locustellidae,Grassbirds and allies,Locustella fasciolata,Turdoides striatus striatus,80
NEOGNATHAE,PASSERIFORMES,Locustellidae,Grassbirds and allies,Locustella fluviatilis,Turdoides striatus striatus,72
NEOGNATHAE,PASSERIFORMES,Locustellidae,Grassbirds and allies,Locustella lanceolata,Turdoides striatus striatus,80
NEOGNATHAE,PASSERIFORMES,Locustellidae,Grassbirds and allies,Locustella thoracia,Bradypterus thoracicus,78
NEOGNATHAE,PASSERIFORMES,Mimidae,"Mockingbirds, Thrashers",Mimus saturninus,Bradypterus thoracicus,76
NEOGNATHAE,PASSERIFORMES,Mimidae,"Mockingbirds, Thrashers",Toxostoma rufum,Bradypterus thoracicus,78
NEOGNATHAE,PASSERIFORMES,Monarchidae,Monarchs,Grallina cyanoleuca,Bradypterus thoracicus,78
NEOGNATHAE,PASSERIFORMES,Monarchidae,Monarchs,Terpsiphone paradisi,Bradypterus thoracicus,80
NEOGNATHAE,PASSERIFORMES,Motacillidae,"Wagtails, Pipits",Anthus hodgsoni,Bradypterus thoracicus,78
NEOGNATHAE,PASSERIFORMES,Motacillidae,"Wagtails, Pipits",Anthus novaeseelandiae,Bradypterus thoracicus,78
NEOGNATHAE,PASSERIFORMES,Motacillidae,"Wagtails, Pipits",Anthus rufulus,Bradypterus thoracicus,78
NEOGNATHAE,PASSERIFORMES,Motacillidae,"Wagtails, Pipits",Anthus spinoletta,Bradypterus thoracicus,86
NEOGNATHAE,PASSERIFORMES,Motacillidae,"Wagtails, Pipits",Anthus trivialis,Bradypterus thoracicus,82
NEOGNATHAE,PASSERIFORMES,Motacillidae,"Wagtails, Pipits",Motacilla alba,Bradypterus thoracicus,78
NEOGNATHAE,PASSERIFORMES,Motacillidae,"Wagtails, Pipits",Motacilla cinerea,Bradypterus thoracicus,78
NEOGNATHAE,PASSERIFORMES,Motacillidae,"Wagtails, Pipits",Motacilla flava,Bradypterus thoracicus,78
NEOGNATHAE,PASSERIFORMES,Motacillidae,"Wagtails, Pipits",Motacilla grandis,Bradypterus thoracicus,78
NEOGNATHAE,PASSERIFORMES,Motacillidae,"Wagtails, Pipits",Motacilla maderaspatensis,Bradypterus thoracicus,80
NEOGNATHAE,PASSERIFORMES,Muscicapidae,"Chats, Old World Flycatchers",Calliope calliope,Erithacus calliope,84
NEOGNATHAE,PASSERIFORMES,Muscicapidae,"Chats, Old World Flycatchers",Calliope pectoralis,Erithacus calliope,84
NEOGNATHAE,PASSERIFORMES,Muscicapidae,"Chats, Old World Flycatchers",Copsychus fulicatus,Erithacus calliope,64
NEOGNATHAE,PASSERIFORMES,Muscicapidae,"Chats, Old World Flycatchers",Cyanoptila cumatilis,Erithacus calliope,80
NEOGNATHAE,PASSERIFORMES,Muscicapidae,"Chats, Old World Flycatchers",Cyanoptila cyanomelana,Erithacus calliope,84
NEOGNATHAE,PASSERIFORMES,Muscicapidae,"Chats, Old World Flycatchers",Enicurus leschenaulti,Erithacus calliope,78
NEOGNATHAE,PASSERIFORMES,Muscicapidae,"Chats, Old World Flycatchers",Ficedula mugimaki,Erithacus calliope,80
NEOGNATHAE,PASSERIFORMES,Muscicapidae,"Chats, Old World Flycatchers",Ficedula narcissina,Erithacus calliope,80
NEOGNATHAE,PASSERIFORMES,Muscicapidae,"Chats, Old World Flycatchers",Ficedula parva,Erithacus calliope,80
NEOGNATHAE,PASSERIFORMES,Muscicapidae,"Chats, Old World Flycatchers",Ficedula zanthopygia,Erithacus calliope,76
NEOGNATHAE,PASSERIFORMES,Muscicapidae,"Chats, Old World Flycatchers",Larvivora akahige,Erithacus calliope,78
NEOGNATHAE,PASSERIFORMES,Muscicapidae,"Chats, Old World Flycatchers",Larvivora cyane,Erithacus calliope,82
NEOGNATHAE,PASSERIFORMES,Muscicapidae,"Chats, Old World Flycatchers",Larvivora komadori,Erithacus calliope,78
NEOGNATHAE,PASSERIFORMES,Muscicapidae,"Chats, Old World Flycatchers",Larvivora sibilans,Erithacus calliope,80
NEOGNATHAE,PASSERIFORMES,Muscicapidae,"Chats, Old World Flycatchers",Luscinia megarhynchos,Erithacus calliope,84
NEOGNATHAE,PASSERIFORMES,Muscicapidae,"Chats, Old World Flycatchers",Luscinia svecica,Erithacus svecicus,82
NEOGNATHAE,PASSERIFORMES,Muscicapidae,"Chats, Old World Flycatchers",Luscinia svecica prevalskii,Erithacus svecicus,76
NEOGNATHAE,PASSERIFORMES,Muscicapidae,"Chats, Old World Flycatchers",Monticola cinclorhynchus,Erithacus svecicus,82
NEOGNATHAE,PASSERIFORMES,Muscicapidae,"Chats, Old World Flycatchers",Monticola saxatilis,Erithacus svecicus,86
NEOGNATHAE,PASSERIFORMES,Muscicapidae,"Chats, Old World Flycatchers",Monticola solitarius,Erithacus svecicus,86
NEOGNATHAE,PASSERIFORMES,Muscicapidae,"Chats, Old World Flycatchers",Muscicapa sibirica,Erithacus svecicus,78
NEOGNATHAE,PASSERIFORMES,Muscicapidae,"Chats, Old World Flycatchers",Muscicapa striata,Erithacus svecicus,80
NEOGNATHAE,PASSERIFORMES,Muscicapidae,"Chats, Old World Flycatchers",Myiomela leucura,Erithacus svecicus,78
NEOGNATHAE,PASSERIFORMES,Muscicapidae,"Chats, Old World Flycatchers",Oenanthe chrysopygia,Erithacus svecicus,82
NEOGNATHAE,PASSERIFORMES,Muscicapidae,"Chats, Old World Flycatchers",Oenanthe deserti,Erithacus svecicus,82
NEOGNATHAE,PASSERIFORMES,Muscicapidae,"Chats, Old World Flycatchers",Oenanthe finschii,Erithacus svecicus,82
NEOGNATHAE,PASSERIFORMES,Muscicapidae,"Chats, Old World Flycatchers",Oenanthe hispanica,Erithacus svecicus,82
NEOGNATHAE,PASSERIFORMES,Muscicapidae,"Chats, Old World Flycatchers",Oenanthe isabellina,Erithacus svecicus,82
NEOGNATHAE,PASSERIFORMES,Muscicapidae,"Chats, Old World Flycatchers",Oenanthe melanoleuca,Erithacus svecicus,82
NEOGNATHAE,PASSERIFORMES,Muscicapidae,"Chats, Old World Flycatchers",Oenanthe oenanthe,Erithacus svecicus,82
NEOGNATHAE,PASSERIFORMES,Muscicapidae,"Chats, Old World Flycatchers",Oenanthe picata,Erithacus svecicus,82
NEOGNATHAE,PASSERIFORMES,Muscicapidae,"Chats, Old World Flycatchers",Oenanthe pleschanka,Erithacus svecicus,82
NEOGNATHAE,PASSERIFORMES,Muscicapidae,"Chats, Old World Flycatchers",Oenanthe xanthoprymna,Erithacus svecicus,82
NEOGNATHAE,PASSERIFORMES,Muscicapidae,"Chats, Old World Flycatchers",Phoenicurus auroreus,Erithacus svecicus,78
NEOGNATHAE,PASSERIFORMES,Muscicapidae,"Chats, Old World Flycatchers",Phoenicurus phoenicurus,Erithacus svecicus,76
NEOGNATHAE,PASSERIFORMES,Muscicapidae,"Chats, Old World Flycatchers",Saxicola insignis,Erithacus svecicus,80
NEOGNATHAE,PASSERIFORMES,Muscicapidae,"Chats, Old World Flycatchers",Saxicola torquatus,Erithacus svecicus,80
NEOGNATHAE,PASSERIFORMES,Muscicapidae,"Chats, Old World Flycatchers",Tarsiger cyanurus,Erithacus svecicus,78
NEOGNATHAE,PASSERIFORMES,Monarchidae,Monarchs,Terpsiphone paradisi,Erithacus svecicus,80
NEOGNATHAE,PASSERIFORMES,Nectariniidae,Sunbirds,Cinnyris asiaticus,Erithacus svecicus,72
NEOGNATHAE,PASSERIFORMES,Nectariniidae,Sunbirds,Leptocoma zeylonica,Nectarinia zeylonica,82
NEOGNATHAE,PASSERIFORMES,Oriolidae,"Figbirds, Orioles & Turnagra",Chalcomitra amethystina,Nectarinia zeylonica,96-100
NEOGNATHAE,PASSERIFORMES,Oriolidae,"Figbirds, Orioles & Turnagra",Oriolus chinensis,Nectarinia zeylonica,80
NEOGNATHAE,PASSERIFORMES,Oriolidae,"Figbirds, Orioles & Turnagra",Oriolus kundoo,Nectarinia zeylonica,78
NEOGNATHAE,PASSERIFORMES,Oriolidae,"Figbirds, Orioles & Turnagra",Oriolus oriolus,Nectarinia zeylonica,80
NEOGNATHAE,PASSERIFORMES,Oriolidae,"Figbirds, Orioles & Turnagra",Oriolus xanthornus,Nectarinia zeylonica,80
NEOGNATHAE,PASSERIFORMES,Paridae,"Tits, Chickadees",Pardaliparus venustulus,Nectarinia zeylonica,80
NEOGNATHAE,PASSERIFORMES,Paridae,"Tits, Chickadees",Parus major,Nectarinia zeylonica,80
NEOGNATHAE,PASSERIFORMES,Paridae,"Tits, Chickadees",Parus minor,Nectarinia zeylonica,80
NEOGNATHAE,PASSERIFORMES,Paridae,"Tits, Chickadees",Periparus ater,Parus ater,80
NEOGNATHAE,PASSERIFORMES,Paridae,"Tits, Chickadees",Poecile atricapillus,Parus atricapillus,80
NEOGNATHAE,PASSERIFORMES,Paridae,"Tits, Chickadees",Poecile montanus,Parus atricapillus,80
NEOGNATHAE,PASSERIFORMES,Paridae,"Tits, Chickadees",Poecile palustris,Parus palustris,80
NEOGNATHAE,PASSERIFORMES,Paridae,"Tits, Chickadees",Sittiparus varius,Parus palustris,80
NEOGNATHAE,PASSERIFORMES,Parulidae,New World Warblers,Cardellina rubrifrons,Parus palustris,78-80
NEOGNATHAE,PASSERIFORMES,Parulidae,New World Warblers,Leiothlypis luciae,Vermivora luciae,78-80
NEOGNATHAE,PASSERIFORMES,Parulidae,New World Warblers,Leiothlypis ruficapilla,Vermivora ruficapilla,80
NEOGNATHAE,PASSERIFORMES,Parulidae,New World Warblers,Leiothlypis virginiae,Vermivora virginae,80
NEOGNATHAE,PASSERIFORMES,Parulidae,New World Warblers,Myioborus pictus,Vermivora virginae,78-80
NEOGNATHAE,PASSERIFORMES,Parulidae,New World Warblers,Myiothlypis leucoblephara,Basileuterus leucoblepharus,76
NEOGNATHAE,PASSERIFORMES,Parulidae,New World Warblers,Setophaga coronata,Dendroica coronata,78
NEOGNATHAE,PASSERIFORMES,Parulidae,New World Warblers,Setophaga graciae,Dendroica graciae,78-80
NEOGNATHAE,PASSERIFORMES,Parulidae,New World Warblers,Setophaga petechia,Dendroica petechia,80
NEOGNATHAE,PASSERIFORMES,Pipridae,Manakins,Pipra fasciicauda,Dendroica petechia,78
NEOGNATHAE,PASSERIFORMES,Passerellidae,New World Sparrows,Ammodramus aurifrons,Dendroica petechia,76
NEOGNATHAE,PASSERIFORMES,Passerellidae,New World Sparrows,Ammodramus humeralis,Dendroica petechia,80
NEOGNATHAE,PASSERIFORMES,Passerellidae,New World Sparrows,Amphispiza bilineata,Dendroica petechia,78
NEOGNATHAE,PASSERIFORMES,Passerellidae,New World Sparrows,Amphispiza quinquestriata,Dendroica petechia,76-80
NEOGNATHAE,PASSERIFORMES,Passerellidae,New World Sparrows,Artemisiospiza belli,Amphispiza belli,78-82
NEOGNATHAE,PASSERIFORMES,Passerellidae,New World Sparrows,Junco hyemalis,Amphispiza belli,82
NEOGNATHAE,PASSERIFORMES,Passerellidae,New World Sparrows,Junco insularis,Amphispiza belli,82
NEOGNATHAE,PASSERIFORMES,Passerellidae,New World Sparrows,Junco phaeonotus,Amphispiza belli,82
NEOGNATHAE,PASSERIFORMES,Passerellidae,New World Sparrows,Junco vulcani,Amphispiza belli,82
NEOGNATHAE,PASSERIFORMES,Passerellidae,New World Sparrows,Melozone aberti,Pipilo aberti,78-80
NEOGNATHAE,PASSERIFORMES,Passerellidae,New World Sparrows,Melozone fusca,Pipilo fuscus,78-80
NEOGNATHAE,PASSERIFORMES,Passerellidae,New World Sparrows,Passerculus sandwichensis,Pipilo fuscus,74
NEOGNATHAE,PASSERIFORMES,Passerellidae,New World Sparrows,Passerella iliaca,Pipilo fuscus,78
NEOGNATHAE,PASSERIFORMES,Passerellidae,New World Sparrows,Peucaea botterii,Aimophila botterii ,78-80
NEOGNATHAE,PASSERIFORMES,Passerellidae,New World Sparrows,Peucaea carpalis,Aimophila carpalis,78-80
NEOGNATHAE,PASSERIFORMES,Passerellidae,New World Sparrows,Peucaea cassinii,Aimophila cassinii,78-80
NEOGNATHAE,PASSERIFORMES,Passerellidae,New World Sparrows,Pipilo erythrophthalmus,Aimophila cassinii,84
NEOGNATHAE,PASSERIFORMES,Passerellidae,New World Sparrows,Zonotrichia albicollis,Aimophila cassinii,82
NEOGNATHAE,PASSERIFORMES,Passerellidae,New World Sparrows,Zonotrichia atricapilla,Aimophila cassinii,82
NEOGNATHAE,PASSERIFORMES,Passerellidae,New World Sparrows,Zonotrichia capensis,Aimophila cassinii,82
NEOGNATHAE,PASSERIFORMES,Passerellidae,New World Sparrows,Zonotrichia leucophrys,Aimophila cassinii,82
NEOGNATHAE,PASSERIFORMES,Passerellidae,New World Sparrows,Zonotrichia querula,Aimophila cassinii,82
NEOGNATHAE,PASSERIFORMES,Passeridae,"Old World Sparrows, Snowfinches",Gymnoris xanthocollis,Aimophila cassinii,72
NEOGNATHAE,PASSERIFORMES,Passeridae,"Old World Sparrows, Snowfinches",Montifringilla davidiana,Aimophila cassinii,70
NEOGNATHAE,PASSERIFORMES,Passeridae,"Old World Sparrows, Snowfinches",Montifringilla nivalis,Aimophila cassinii,80
NEOGNATHAE,PASSERIFORMES,Passeridae,"Old World Sparrows, Snowfinches",Passer domesticus,Aimophila cassinii,76
NEOGNATHAE,PASSERIFORMES,Passeridae,"Old World Sparrows, Snowfinches",Passer hispaniolensis,Aimophila cassinii,76
NEOGNATHAE,PASSERIFORMES,Passeridae,"Old World Sparrows, Snowfinches",Passer montanus,Aimophila cassinii,78
NEOGNATHAE,PASSERIFORMES,Passeridae,"Old World Sparrows, Snowfinches",Passer montanus malaccensis,Aimophila cassinii,74
NEOGNATHAE,PASSERIFORMES,Passeridae,"Old World Sparrows, Snowfinches",Petronia petronia,Aimophila cassinii,82
NEOGNATHAE,PASSERIFORMES,Passeridae,"Old World Sparrows, Snowfinches",Pyrgilauda davidiana,Aimophila cassinii,78
NEOGNATHAE,PASSERIFORMES,Pellorneidae,"Fulvettas, Ground Babblers",Alcippe morrisonia,Aimophila cassinii,76
NEOGNATHAE,PASSERIFORMES,Pellorneidae,"Fulvettas, Ground Babblers",Alcippe nipalensis,Aimophila cassinii,76
NEOGNATHAE,PASSERIFORMES,Pellorneidae,"Fulvettas, Ground Babblers",Schoeniparus dubius,Alcippe dubia,76
NEOGNATHAE,PASSERIFORMES,Peucedramidae,Olive Warbler,Peucedramus taeniatus,Alcippe dubia,80
NEOGNATHAE,PASSERIFORMES,Phylloscopidae,Leaf Warblers and allies,Phylloscopus affinis,Alcippe dubia,78
NEOGNATHAE,PASSERIFORMES,Phylloscopidae,Leaf Warblers and allies,Phylloscopus borealis,Alcippe dubia,78
NEOGNATHAE,PASSERIFORMES,Phylloscopidae,Leaf Warblers and allies,Phylloscopus fuscatus,Alcippe dubia,78
NEOGNATHAE,PASSERIFORMES,Phylloscopidae,Leaf Warblers and allies,Phylloscopus inornatus,Alcippe dubia,78
NEOGNATHAE,PASSERIFORMES,Phylloscopidae,Leaf Warblers and allies,Phylloscopus proregulus,Alcippe dubia,80
NEOGNATHAE,PASSERIFORMES,Phylloscopidae,Leaf Warblers and allies,Phylloscopus pulcher,Alcippe dubia,76
NEOGNATHAE,PASSERIFORMES,Phylloscopidae,Leaf Warblers and allies,Phylloscopus schwarzi,Alcippe dubia,78
NEOGNATHAE,PASSERIFORMES,Phylloscopidae,Leaf Warblers and allies,Phylloscopus tenellipes,Alcippe dubia,78
NEOGNATHAE,PASSERIFORMES,Phylloscopidae,Leaf Warblers and allies,Phylloscopus trochiloides,Alcippe dubia,78
NEOGNATHAE,PASSERIFORMES,Picathartidae,Rockfowl,Picathartes gymnocephalus,Alcippe dubia,78
NEOGNATHAE,PASSERIFORMES,Ploceidae,"Weavers, Widowbirds",Foudia madagascariensis,Alcippe dubia,72
NEOGNATHAE,PASSERIFORMES,Ploceidae,"Weavers, Widowbirds",Plocepasser mahali,Alcippe dubia,74-78
NEOGNATHAE,PASSERIFORMES,Ploceidae,"Weavers, Widowbirds",Ploceus intermedius,Alcippe dubia,74-78
NEOGNATHAE,PASSERIFORMES,Ploceidae,"Weavers, Widowbirds",Ploceus philippinus,Alcippe dubia,78
NEOGNATHAE,PASSERIFORMES,Ploceidae,"Weavers, Widowbirds",Ploceus velatus,Alcippe dubia,78
NEOGNATHAE,PASSERIFORMES,Prunellidae,Accentors,Prunella montanella,Alcippe dubia,78
NEOGNATHAE,PASSERIFORMES,Prunellidae,Accentors,Prunella rubida,Alcippe dubia,84
NEOGNATHAE,PASSERIFORMES,Pycnonotidae,Bulbuls,Ixos mcclellandi,Alcippe dubia,78
NEOGNATHAE,PASSERIFORMES,Pycnonotidae,Bulbuls,Pycnonotus cafer,Alcippe dubia,80
NEOGNATHAE,PASSERIFORMES,Pycnonotidae,Bulbuls,Pycnonotus jocosus,Alcippe dubia,82
NEOGNATHAE,PASSERIFORMES,Pycnonotidae,Bulbuls,Pycnonotus leucogenys,Alcippe dubia,82
NEOGNATHAE,PASSERIFORMES,Pycnonotidae,Bulbuls,Pycnonotus sinensis,Alcippe dubia,78
NEOGNATHAE,PASSERIFORMES,Pycnonotidae,Bulbuls,Pycnonotus xanthorrhous,Alcippe dubia,78
NEOGNATHAE,PASSERIFORMES,Pycnonotidae,Bulbuls,Spizixos canifrons,Alcippe dubia,78
NEOGNATHAE,PASSERIFORMES,Pycnonotidae,Bulbuls,Spizixos semitorques,Alcippe dubia,78
NEOGNATHAE,PASSERIFORMES,Regulidae,"Goldcrests, Kinglets",Regulus regulus,Alcippe dubia,78
NEOGNATHAE,PASSERIFORMES,Remizidae,Penduline Tits,Remiz pendulinus,Alcippe dubia,76
NEOGNATHAE,PASSERIFORMES,Sittidae,Nuthatches,Sitta europaea,Alcippe dubia,80
NEOGNATHAE,PASSERIFORMES,Sittidae,Nuthatches,Sitta frontalis,Alcippe dubia,76
NEOGNATHAE,PASSERIFORMES,Sittidae,Nuthatches,Sitta neumayer,Alcippe dubia,94
NEOGNATHAE,PASSERIFORMES,Sturnidae,"Starlings, Rhabdornis",Acridotheres fuscus,Alcippe dubia,80
NEOGNATHAE,PASSERIFORMES,Sturnidae,"Starlings, Rhabdornis",Acridotheres ginginianus,Alcippe dubia,76
NEOGNATHAE,PASSERIFORMES,Sturnidae,"Starlings, Rhabdornis",Acridotheres tristis,Alcippe dubia,80
