Order,Family,Genus,species,Karyotype,notes..Karyotype,Chromosome.number..female..2N,Chromosome.number..male..2N,notes..comments
Coleoptera,Elateridae,Conoderus,stigmosus,XY,NeoXY  ,16,16,NeoXY
Coleoptera,Elateridae,Conoderus,ternarius,XO,,18,17,
Coleoptera,Elateridae,Conoderus,fuscofasciatus,XO,,18,17,
Coleoptera,Elateridae,Conoderus,malleatus,XO,,18,17,
Coleoptera,Elateridae,Conoderus,pilatei,XO,,18,17,
Coleoptera,Elateridae,Conoderus,rodriguezi,XO,,18,17,
Coleoptera,Elateridae,Conoderus,rufidens,XO,,18,17,
Coleoptera,Elateridae,Conoderus,sp.,XO,,18,17,
Coleoptera,Elateridae,Conoderus,stigmosus,XY,NeoXY  ,14,14,NeoXY
Coleoptera,Elateridae,Ctenicera,aenea,XO,,20,19,
Coleoptera,Elateridae,Ctenicera,aeripennis aeripennis    ,XO,,20,19,
Coleoptera,Elateridae,Ctenicera,aeripennis destructor    ,XO,,20,19,
Coleoptera,Elateridae,Ctenicera,appressa,XY,Xyp,22,22,
Coleoptera,Elateridae,Ctenicera,appropinquans,XO,,20,19,
Coleoptera,Elateridae,Ctenicera,arata,XO,,18,17,
Coleoptera,Elateridae,Ctenicera,bombycina,XY,Xyp,22,22,
Coleoptera,Elateridae,Ctenicera,hieroglyphica,XO,,22,21,
Coleoptera,Elateridae,Ctenicera,inflata,XY,Xyp,20,20,
Coleoptera,Elateridae,Ctenicera,mediana,XY,Xyp,22,22,
Coleoptera,Elateridae,Ctenicera,nitidula,XO,,18,17,
Coleoptera,Elateridae,Ctenicera,ochreipennis,XY,Xyp,22,22,
Coleoptera,Elateridae,Ctenicera,propola columbiana    ,XO,,22,21,
Coleoptera,Elateridae,Ctenicera,propola propola    ,XO,,22,21,
Coleoptera,Elateridae,Ctenicera,rufopleuralis,XO,,18,17,
Coleoptera,Elateridae,Ctenicera,semimetallica,XO,,20,19,
Coleoptera,Elateridae,Ctenicera,splendens,XO,,20,19,
Coleoptera,Elateridae,Ctenicera,tarsalis,XY,Xyp,20,20,
Coleoptera,Elateridae,Ctenicera,tessellata,XY,Xyp,22,22,
Coleoptera,Elateridae,Dicrepidius,politus,XO,,24,23,
Coleoptera,Elateridae,Dicrepidius,ramicornis,XO,,24,23,
Coleoptera,Elateridae,Eanus,estriatus,XY,Xyp,20,20,
Coleoptera,Elateridae,Eanus,maculipennis,XY,Xyp,20,20,
Coleoptera,Elateridae,Elater,sp.1,XO,,20,19,
Coleoptera,Elateridae,Elater,sp.2,XO,,20,19,
Coleoptera,Elateridae,Hemirrhipus,lineatus,XY,NeoXY  ,10,10,NeoXY
Coleoptera,Elateridae,Heterocrepidius,mendex,,,NA,22,
Coleoptera,Elateridae,Heteroderes,lenis,XO,,18,17,
Coleoptera,Elateridae,Heteroderes,macroderes,XO,,18,17,
Coleoptera,Elateridae,Heteroderes,macroderes,XO,,20,19,
Coleoptera,Elateridae,Heteroderes,modestus,XO,,18,17,
Coleoptera,Elateridae,Heteroderes,sericeus,XO,,18,17,
Coleoptera,Elateridae,Lacon,profusa,XY,NeoXY  ,14,14,NeoXY
Coleoptera,Elateridae,Limonius,aeger,XY,Xyp,20,20,
Coleoptera,Elateridae,Limonius,griseus,XO,,18,17,
Coleoptera,Elateridae,Melanotus,fissilis,XO,,20,19,
Coleoptera,Elateridae,Melanotus,kamaunensis,XY,,12,12,
Coleoptera,Elateridae,Melanotus,leonardi,XO,,20,19,
Coleoptera,Elateridae,Melanotus,longicornis,XO,,20,19,
Coleoptera,Elateridae,Melanotus,oregonensis,XO,,20,19,
Coleoptera,Elateridae,Melanotus,sp.,XO,,20,19,
Coleoptera,Elateridae,Melanotus,"sp., nr. Communis   ",XO,,20,19,
Coleoptera,Elateridae,Melanotus,tenebrosus,XO,,20,19,
Coleoptera,Elateridae,Melanotus,trapezoideus,XO,,20,19,
Coleoptera,Elateridae,Monocrepidius,sp.,XO,,18,17,
Coleoptera,Elateridae,Monocrepidus,sp.,XO,,18,17,
Coleoptera,Elateridae,Pomachilius,sp.2,XY,Xyp,20,20,
Coleoptera,Elateridae,Prosternon,tesselatum,XY,,22,22,
Coleoptera,Elateridae,Pyrearinus,candelarius,XO,,16,15,
Coleoptera,Elateridae,Pyrophorus,divergens,XO,,16,15,
Coleoptera,Elateridae,Pyrophorus,luminosus,complex XY,XXY  ,NA,17,XXY
Coleoptera,Elateridae,Pyrophorus,phosporescens,XO,,16,15,
Coleoptera,Elateridae,Pyrophorus,punctatissimus,XO,,16,15,
Coleoptera,Elateridae,Pyrophorus,radians,XO,,12,11,
Coleoptera,Erotylidae,Triplax,thoracica,XY,NeoXY  ,18,18,NeoXY
Coleoptera,Geotrupidae,Anoplotrupes,stercorosus,XY,,22,22,
Coleoptera,Geotrupidae,Anoplotrupes,stercorosus,XY,Xyp,20,20,
Coleoptera,Geotrupidae,Anoplotrupes,balyi,XY,,22,22,
Coleoptera,Geotrupidae,Bolboceras,sp.,XY,Xyp,20,20,
Coleoptera,Geotrupidae,Bolboceras,quadridens,XY,Xyp,20,20,
Coleoptera,Geotrupidae,Bolboceratops,indicum,XY,Xyp,20,20,
Coleoptera,Geotrupidae,Ceratophyus,hoffmannseggi,XY,,16,16,
Coleoptera,Geotrupidae,Cnemotrupes,splendidus miarophagus,,,NA,22,
Coleoptera,Geotrupidae,Geotrupes,spiniger,XY,,22,22,
Coleoptera,Geotrupidae,Geotrupes,mutator,XY,,20,20,
Coleoptera,Geotrupidae,Geotrupes,spiniger,XY,Xyp,20,20,
Coleoptera,Geotrupidae,Geotrupes,stercorarius,XY,,20,20,
Coleoptera,Geotrupidae,Geotrupes,hypocrita,XY,,22,22,
Coleoptera,Geotrupidae,Geotrupes,mutator,,,NA,22,
Coleoptera,Geotrupidae,Geotrupes,spiniger,,,NA,22,
Coleoptera,Geotrupidae,Geotrupes,stercocarius,,,NA,22,
Coleoptera,Geotrupidae,Sericotrupes,niger,XY,,22,22,
Coleoptera,Geotrupidae,Thorectes,geminatus,XY,,22,22,
Coleoptera,Geotrupidae,Thorectes,intermedius,XY,,22,22,
Coleoptera,Geotrupidae,Thorectes,lusitanicus,XY,,22,22,
Coleoptera,Geotrupidae,Thorectes,punctatissimus,XY,,20,20,
Coleoptera,Geotrupidae,Trypocopris,vernalis,XY,,22,22,
Coleoptera,Geotrupidae,Trypocopris,pyrenaeus,XY,Xyp,20,20,
Coleoptera,Geotrupidae,Typhaeus,typhoeus,XY,Xyp,20,20,
Coleoptera,Glaphyridae,Lichnanthe,rathvoni,XY,Xyp,20,20,
Coleoptera,Glaresidae,Glaresis,sp.,XY,Xyp,20,20,
Coleoptera,Gyrinidae,Dineutes,americanus ,,,NA,44,
Coleoptera,Gyrinidae,Dineutes,horni ,,,NA,40,
Coleoptera,Gyrinidae,Gyrinus,distinctus,XO,XO,28,27,
Coleoptera,Gyrinidae,Gyrinus,marinus,XO,XO,28,27,
Coleoptera,Gyrinidae,Gyrinus,minutus,XO,XO,28,27,
Coleoptera,Gyrinidae,Gyrinus,opacus,XO,XO,28,27,
Coleoptera,Gyrinidae,Gyrinus,paykulli,XO,XO,28,27,
Coleoptera,Gyrinidae,Gyrinus,substriatus,XO,XO,28,27,
Coleoptera,Gyrinidae,Gyrinus,suffriani,XO,XO,28,27,
Coleoptera,Gyrinidae,Gyrinus,urinator,XO,XO,28,27,
Coleoptera,Gyrinidae,Gyrinus,caspius ,,,NA,27,
Coleoptera,Gyrinidae,Gyrinus,distinctus ,,,NA,27,
Coleoptera,Gyrinidae,Gyrinus,paykulli ,,,NA,27,
Coleoptera,Gyrinidae,Gyrinus,substriatus ,XO,,28,27,
Coleoptera,Gyrinidae,Gyrinus,suffriani ,,,28,27,
Coleoptera,Gyrinidae,Orectochilus,villosus,XO,XO,34,33,
Coleoptera,Haliplidae,Brychius,elevatus ,XO,,40,39,
Coleoptera,Haliplidae,Haliplus,confinis ,,,22,NA,
Coleoptera,Haliplidae,Haliplus,flavicollis ,XY,,30,30,
Coleoptera,Haliplidae,Haliplus,fluviatilis ,XY,,24,24,
Coleoptera,Haliplidae,Haliplus,fulvus ,XY,,36,36,
Coleoptera,Haliplidae,Haliplus,immaculatus ,XY,,24,24,
Coleoptera,Haliplidae,Haliplus,laminatus ,XY,,24,24,
Coleoptera,Haliplidae,Haliplus,lineatocollis ,XY,,24,24,
Coleoptera,Haliplidae,Haliplus,lineatus ,XY,,24,24,
Coleoptera,Haliplidae,Haliplus,mucronatus ,XY,,20,20,
Coleoptera,Haliplidae,Haliplus,obliquus ,XY,,24,24,
Coleoptera,Haliplidae,Haliplus,ruficollis ,XY,,24,24,
Coleoptera,Haliplidae,Haliplus,sibricus ,XY,,24,24,
Coleoptera,Haliplidae,Haliplus,variegatus ,XY,,32,32,
Coleoptera,Haliplidae,Peltodytes,caesus ,XO,,34,33,
Coleoptera,Helophoridae,Helophorus,aequalis,XY,,18,18,
Coleoptera,Helophoridae,Helophorus,aquaticus,XY,,18,18,B chromosomes
Coleoptera,Helophoridae,Helophorus,grandis,XY,,18,18,B chromosomes
Coleoptera,Helophoridae,Helophorus,maritimus,XY,,18,18,
Coleoptera,Helophoridae,Helophorus,occidentalis,XY,,18,18,
Coleoptera,Helophoridae,Helophorus,brevipalpis,XY,,22,22,
Coleoptera,Helophoridae,Helophorus,atlantis,XY,,22,22,
Coleoptera,Helophoridae,Helophorus,calpensis,XY,,22,22,
Coleoptera,Helophoridae,Helophorus,minutus,XY,,22,22,
Coleoptera,Helophoridae,Helophorus,paraminutus,XY,,22,22,
Coleoptera,Helophoridae,Helophorus,oblongus,,,NA,18,
Coleoptera,Histeridae,Hister,sp.,XY,Xyp,26,26,
Coleoptera,Histeridae,Saprinus,sp.,XY,Xyp,26,26,
Coleoptera,Hybosoridae,Hybosorus,orientalis,XY,Xyp,20,20,
Coleoptera,Hydrophilidae,Anacaena,bipustulata,XY,Xyp,18,18,
Coleoptera,Hydrophilidae,Anacaena,globulus,XY,Xyp,16,16,
Coleoptera,Hydrophilidae,Anacaena,limbata,XY,Xyp,18,18,
Coleoptera,Hydrophilidae,Anacaena,lutescens,XY,Xyp,18,18,
Coleoptera,Hydrophilidae,Anacaena,rufipes,XY,NeoXY  ,12,12,NeoXY
Coleoptera,Hydrophilidae,Berosus,indicus,XY,Xyp,18,18,
Coleoptera,Hydrophilidae,Helocombus,bifidus,XY,Xyp,18,18,
Coleoptera,Hydrophilidae,Helophorus,lamicola,XY,Xyp,22,22,
Coleoptera,Hydrophilidae,Helophorus,ser,XY,Xyp,22,22,
Coleoptera,Hydrophilidae,Helophorus,yangae,XY,Xyp,22,22,
Coleoptera,Hydrophilidae,Hydrobius,fuscipes,,,NA,18,
Coleoptera,Hydrophilidae,Hydrophilus,indicus,XY,Xyp,30,30,
Coleoptera,Hydrophilidae,Hydrous,acuminatus,XY,Xyr  ,30,30,Xyr
Coleoptera,Hydrophilidae,Hydrous,indicus,XY,Xyp,30,30,
Coleoptera,Hydrophilidae,Hydrous,piceus,,,NA,30,
Coleoptera,Hydrophilidae,Hydrous,triangularis,XY,Xyp,30,30,
Coleoptera,Hydrophilidae,Sphaeridium,bipustulatum,XY,Xyp,24,24,
Coleoptera,Hydrophilidae,Sphaeridium,lunatum,XY,Xyp,24,24,
Coleoptera,Hydrophilidae,Sphaeridium,marginatum,XY,Xyp,24,24,
Coleoptera,Hydrophilidae,Sphaeridium,scarabaeoides,XY,Xyp,24,24,
Coleoptera,Hydrophilidae,Sternolophus,rufipes,XY,Xyp,18,18,
Coleoptera,Hydrophilidae,Tropisternus,lateralis,XY,Xyp,18,18,
Coleoptera,Hydrophilidae,Tropisternus,nimbatus,XY,Xyp,18,18,
Coleoptera,Hygrobiidae,Hygrobia,hermanni,XY,,36,36,
Coleoptera,Laemophloeidae,Cryptolestes,ferrugineus,XY,Xyp,18,18,
Coleoptera,Laemophloeidae,Cryptolestes,pusilloides,XY,Xyp,18,18,
Coleoptera,Laemophloeidae,Cryptolestes,pusillus,XY,Xyp,18,18,
Coleoptera,Laemophloeidae,Cryptolestes,spartii,XY,Xyp,18,18,
Coleoptera,Laemophloeidae,Cryptolestes,turcicus,XY,Xyp,18,18,
Coleoptera,Laemophloeidae,Cryptolestes,ugandae,XY,NeoXY  ,20,20,NeoXY
Coleoptera,Lampyridae,Aspisoma,aegrotum,XO,,20,19,
Coleoptera,Lampyridae,Aspisoma,hesperum,XO,,20,19,
Coleoptera,Lampyridae,Aspisoma,ignium,XO,,20,19,
Coleoptera,Lampyridae,Aspisoma,laterale,XO,,20,19,
Coleoptera,Lampyridae,Aspisoma,maculatum,XO,,20,19,
Coleoptera,Lampyridae,Aspisoma,sticticum,XO,,20,19,
Coleoptera,Lampyridae,Bicellonycha,lividipennis,XY,NeoXY  ,18,18,NeoXY
Coleoptera,Lampyridae,Cratomorphus,dorsalis,XO,,20,19,
Coleoptera,Lampyridae,Diphotus,vittatus,XO,,20,19,
Coleoptera,Lampyridae,Ellychnia,californica,XO,,20,19,
Coleoptera,Lampyridae,Ellychnia,corrusca,XO,,20,19,
Coleoptera,Lampyridae,Lucidota,diaphanura,XO,,20,19,
Coleoptera,Lampyridae,Luciola,cruciata,XO,,18,17,
Coleoptera,Lampyridae,Luciola,lateralis,XO,,18,17,
Coleoptera,Lampyridae,Photinus,sp. 1 (aff. pyralis)  ,XO,,20,19,
Coleoptera,Lampyridae,Photinus,sp. 2    ,XO,,20,19,
Coleoptera,Lampyridae,Photinus,macdermotti,XO,,20,19,
Coleoptera,Lampyridae,Photinus,australis,XO,,20,19,
Coleoptera,Lampyridae,Photinus,consanguineus,XO,,20,19,
Coleoptera,Lampyridae,Photinus,pyralis,XO,,20,19,
Coleoptera,Lampyridae,Photuris,pennsylvanica,XO,,20,19,
Coleoptera,Lampyridae,Photuris,congener,,,NA,18,
Coleoptera,Lampyridae,Pyractomena,angulata,XO,,20,19,
Coleoptera,Lampyridae,Pyractomena,borealis,XO,,20,19,
Coleoptera,Lampyridae,Pyractomena,galeata,XO,,20,19,
Coleoptera,Lampyridae,Pyractomena,heterodoxa,XO,,20,19,
Coleoptera,Leiodidae,Cantabrogeus,luquei,XY,Xyp,22,22,
Coleoptera,Leiodidae,Catops,coracinus,XY,Xyp,22,22,
Coleoptera,Leiodidae,Drimeotus,kovacsi viehmanii,XY,Xyp,24,24,
Coleoptera,Leiodidae,Espanoliella,luquei,XY,Xyp,22,22,
Coleoptera,Leiodidae,Fresnedaella,lucius,XY,Xyp,22,22,
Coleoptera,Leiodidae,Leiodes,calcarata,XY,Xyp,22,22,
Coleoptera,Leiodidae,Notidocharis,whagoni,XY,Xyp,22,22,
Coleoptera,Leiodidae,Pholeuon,knirschi,XY,Xyp,24,24,
Coleoptera,Leiodidae,Quaestus,pasensis,XY,Xyp,22,22,
Coleoptera,Leiodidae,Speonomus,delarouzeei,XY,Xyp,24,24,
Coleoptera,Leiodidae,Speonomus,hydrophilus,XY,Xyp,24,24,
Coleoptera,Leiodidae,Speonomus,pyrenaeus,XY,Xyp,24,24,
Coleoptera,Leiodidae,Troglocharinus,ferreri pallaresi,XY,Xyp,24,24,
Coleoptera,Leiodidae,Troglocharinus,jacasi,XY,Xyp,24,24,
Coleoptera,Leiodidae,Troglocharinus,kiesenwetteri,XY,Xyp,24,24,
Coleoptera,Leiodidae,Troglocharinus,schibii,XY,Xyp,24,24,
Coleoptera,Leiodidae,Troglocharinus,variabilis,XY,Xyp,24,24,
Coleoptera,Lucanidae,Cerchus,lignarius,XY,Xyp,20,20,
Coleoptera,Lucanidae,Dorcus,parallelipipedus,XY,NeoXY  ,18,18,NeoXY
Coleoptera,Lucanidae,Figulus,binodulus,XY,,20,20,
Coleoptera,Lucanidae,Figulus,boninensis,XY,,20,20,
Coleoptera,Lucanidae,Figulus,punctatus,XY,Xyp,26,26,
Coleoptera,Lucanidae,Lamprima,adolphinae,XY,,18,18,
Coleoptera,Lucanidae,Lucanus,cervus,XY,,22,22,
Coleoptera,Lucanidae,Lucanus,maculifermoratus,XY,Xyr  ,26,26,Xyr
Coleoptera,Lucanidae,Macrodorcas,binervis,XY,Xyp,14,14,
Coleoptera,Lucanidae,Macrodorcas,rectus,XY,Xyr  ,18,18,Xyr
Coleoptera,Lucanidae,Nipponodorcus,rubrofemoratus,XY,NeoXY  ,10,10,NeoXY
Coleoptera,Lucanidae,Nipponodorcus,rubrofemoratus,XY,Xyr  ,10,10,Xyr
Coleoptera,Lucanidae,Prosopocoilus,inclinatus hachijoensis,XY,Xyp,20,20,
Coleoptera,Lucanidae,Prosopocoilus,inclinatus inclinatus,XY,Xyp,20,20,
Coleoptera,Lucanidae,Sinodendron,rugosum,XY,Xyp,18,18,
Coleoptera,Lycidae,Calopteron,bifasciatum,XO,,32,31,
Coleoptera,Lycidae,Calopteron,corrugatum,XO,,32,31,B chromosomes
Coleoptera,Lycidae,Calopteron,scapulare,XO,,32,31,B chromosomes
Coleoptera,Lycidae,Linoptes,imbrex,,,NA,33,
Coleoptera,Lycidae,Metriorrhynchus,rhipidius,XO,,32,31,
Coleoptera,Lycidae,Thonalmus,chevrolati,XO,,34,33,
Coleoptera,Melandryidae,Dircaea,4-maculata,XY,Xyp,20,20,
Coleoptera,Melandryidae,Prothalpia,undata,XY,NeoXY  ,18,18,NeoXY
Coleoptera,Melandryidae,Serropalpus,barbatus,XY,Xyp,18,18,
Coleoptera,Melandryidae,Serropalpus,substriatus,XY,Xyp,20,20,
Coleoptera,Meloidae,Cyaneolytta,n. sp.    ,XY,Xyp,20,20,
Coleoptera,Meloidae,Epicauta,cinerea,XY,,20,20,
Coleoptera,Meloidae,Epicauta,grammica,XY,Xyp,24,24,
Coleoptera,Meloidae,Epicauta,isthmica,XY,Xyp,20,20,
Coleoptera,Meloidae,Epicauta,murina,XY,Xyp,20,20,
Coleoptera,Meloidae,Epicauta,n. sp.    ,XY,Xyp,20,20,
Coleoptera,Meloidae,Epicauta,pennsylvanica,XY,,20,20,
Coleoptera,Meloidae,Epicauta,rufipedes,XY,Xyp,20,20,
Coleoptera,Meloidae,Epicauta,atomaria,XY,Xyp,20,20,
Coleoptera,Meloidae,Epicauta,atomaria,complex XY,Xyyp  ,NA,21,Xyyp
Coleoptera,Meloidae,Epicauta,atomaria,complex XY,Xyyyp  ,NA,22,Xyyyp
Coleoptera,Meloidae,Epicauta,pluvialis,XY,Xyp,20,20,
Coleoptera,Meloidae,Epicauta,rosilloi,XY,Xyp,20,20,
Coleoptera,Meloidae,Lytta,picta,XY,Xyp,20,20,
Coleoptera,Meloidae,Meloe,sp.,XY,Xyp,20,20,
Coleoptera,Meloidae,Mylabris,balteata,XY,Xyr  ,20,20,Xyr
Coleoptera,Meloidae,Mylabris,macilenta,XY,Xyp,22,22,
Coleoptera,Meloidae,Mylabris,phalerata,XY,Xyp,22,22,
Coleoptera,Meloidae,Mylabris,pustulata,XY,Xyp,22,22,
Coleoptera,Meloidae,Mylabris,thunbergi,XY,Xyp,22,22,
Coleoptera,Meloidae,Paniculolytta,sanguineoguttata,XY,Xyp,20,20,
Coleoptera,Meloidae,Pryrota,decorata,XY,Xyp,20,20,
Coleoptera,Meloidae,Psalydolytta,sp. nr. Rouxi   ,XY,Xyp,20,20,
Coleoptera,Meloidae,Sybaris,tastaceus,XY,Xyp,20,20,
Coleoptera,Meloidae,Sybaris,paraeustus,XY,Xyp,20,20,
Coleoptera,Meloidae,Tetraonyx,frontalis,XY,Xyp,20,20,
Coleoptera,Meloidae,Tetraonyx,quadrimaculata,XY,Xyp,20,20,
Coleoptera,Meloidae,Zonitis,tarasca,XY,Xyp,20,20,
Coleoptera,Melyridae,Astylus,antis,XY,Xyp,18,18,
Coleoptera,Melyridae,Astylus,variegatus,,,NA,18,B chromosomes
Coleoptera,Melyridae,Collops,sp.,XO,,18,17,
Coleoptera,Melyridae,Endeodes,collaris,XO,,20,19,
Coleoptera,Melyridae,Hoppingiana,hudsonica,XY,Xyp,14,14,
Coleoptera,Nitidulidae,Nitidula,bipunctata,XY,Xyp,20,20,
Coleoptera,Nitidulidae,Nitidula,rufipes,XY,Xyp,20,20,
Coleoptera,Noteridae,Canthydrus,diopthalmus ,XY,,20,20,
Coleoptera,Noteridae,Neohydrocoptus,jaechi,XY,NeoXY  ,14,14,NeoXY
Coleoptera,Noteridae,Noterus,clavicornis ,complex XY,XXY  ,22,21,XXy
Coleoptera,Noteridae,Noterus,crassicornis ,complex XY,XXY  ,22,21,XXy
Coleoptera,Noteridae,Noterus,laevis ,complex XY,XXY  ,22,21,XXy
Coleoptera,Noteridae,Synchortus,imbricatus,complex XY,XXY  ,28,27,XXY
Coleoptera,Oedemeridae,Oedemera,podagrariae ,XY,Xyp,22,22,
Coleoptera,Oedemeridae,Oedemera,virescens ,XY,Xyp,22,22,
Coleoptera,Passalidae,Aulacocyclus,edentulus,XY,,30,30,
Coleoptera,Passalidae,Chondrocephalus,debilis,XY,,38,38,
Coleoptera,Passalidae,Chondrocephalus,gemmae,XY,,28,28,
Coleoptera,Passalidae,Chondrocephalus,granulum,XY,,24,24,
Coleoptera,Passalidae,Chondrocephalus,purulensis,complex XO,XXXXXO,44,39,XXXXX0
Coleoptera,Passalidae,Coniger,ridiculus,XY,,36,36,
Coleoptera,Passalidae,Heliscus,tropicus,XY,,34,34,
Coleoptera,Passalidae,Odontotaenius,disjunctus,XY,,26,26,
Coleoptera,Passalidae,Odontotaenius,striatopunctatus,XY,,24,24,
Coleoptera,Passalidae,Odontotaenius,striatopunctatus,XY,,26,26,
Coleoptera,Passalidae,Odontotaenius,zodiacus,XY,,30,30,
Coleoptera,Passalidae,Ogyges,politus,XY,,26,26,
Coleoptera,Passalidae,Oileus,bifidus,XY,,18,18,B chromosomes
Coleoptera,Passalidae,Oileus,rimator,XY,,18,18,
Coleoptera,Passalidae,Oileus,sargi,XY,,18,18,
Coleoptera,Passalidae,Passalus,unicornis,XO,,26,25,
Coleoptera,Passalidae,Passalus,coniferus,XO,,26,25,
Coleoptera,Passalidae,Passalus,morio,XO,,32,31,
Coleoptera,Passalidae,Passalus,punctiger,XO,,26,25,
Coleoptera,Passalidae,Passalus,aculeatus,XO,,30,29,
Coleoptera,Passalidae,Passalus,alius,XO,,26,25,
Coleoptera,Passalidae,Passalus,binomiatus,XO,,26,25,
Coleoptera,Passalidae,Passalus,glaberrinus,XO,,26,25,
Coleoptera,Passalidae,Passalus,interruptus,XO,,26,25,
Coleoptera,Passalidae,Passalus,interstitialis,XO,,26,25,
Coleoptera,Passalidae,Passalus,mancus,XO,,32,31,
Coleoptera,Passalidae,Passalus,mirabilis,XO,,26,25,
Coleoptera,Passalidae,Passalus,occipitalis,XO,,26,25,
Coleoptera,Passalidae,Passalus,perplexus,XO,,26,25,
Coleoptera,Passalidae,Passalus,plicatus,XO,,26,25,
Coleoptera,Passalidae,Passalus,punctatostriatus,XO,,26,25,
Coleoptera,Passalidae,Passalus,quadricollis,XO,,26,25,
Coleoptera,Passalidae,Passalus,sp. 1    ,XO,,30,29,
Coleoptera,Passalidae,Passalus,suturalis,XO,,26,25,
Coleoptera,Passalidae,Paxillus,leachi,XO,,26,25,
Coleoptera,Passalidae,Petrejoides,mazatecus,XY,,38,38,
Coleoptera,Passalidae,Petrejoides,nebulosum,XY,,38,38,B chromosomes
Coleoptera,Passalidae,Petrejoides,orizabae,XY,,28,28,
Coleoptera,Passalidae,Popilius,eclipticus,XY,,34,34,
Coleoptera,Passalidae,Proculejus,brevis,XY,,28,28,
Coleoptera,Passalidae,Proculejus,c. brevis 1   ,XY,,32,32,B chromosomes
Coleoptera,Passalidae,Proculejus,c. brevis 2   ,XY,,20,20,B chromosomes
Coleoptera,Passalidae,Proculus,beckeri,XY,,38,38,
Coleoptera,Passalidae,Pseudacanthus,aztecus,XY,,34,34,
Coleoptera,Passalidae,Pseudacanthus,mexicanus,XY,,40,40,
Coleoptera,Passalidae,Pseudacanthus,violetae,XY,,38,38,
Coleoptera,Passalidae,Ptichopus,angulatus,XO,,26,25,
Coleoptera,Passalidae,Publius,agassizi,XY,,28,28,
Coleoptera,Passalidae,Spasalus,robustus,XO,,26,25,
Coleoptera,Passalidae,Spurius,bicornis,XY,,30,30,
Coleoptera,Passalidae,Spurius,bicornis,XY,,32,32,
Coleoptera,Passalidae,Spurius,halffteri,XY,,38,38,
Coleoptera,Passalidae,Undulifer,acapulcae,XY,,44,44,
Coleoptera,Passalidae,Verres,corticicola,XY,,28,28,
Coleoptera,Passalidae,Verres,hageni,XY,,28,28,B chromosomes
Coleoptera,Passalidae,Veturius,assimilis,XY,,28,28,
Coleoptera,Passalidae,Veturius,transversus,XY,,28,28,
Coleoptera,Passalidae,Vindex,agnoscendens,XY,,28,28,
Coleoptera,Passalidae,Vindex,c. sculptilis    ,XY,,18,18,
Coleoptera,Passalidae,Vindex,sp. nov.    ,XY,,18,18,
Coleoptera,Phalacridae,Phalacrid,sp.,XO,,16,15,
Coleoptera,Pleocomidae,Pleocoma,crinita,XY,Xyp,20,20,
Coleoptera,Pleocomidae,Pleocoma,dubitalis,XY,Xyp,20,20,
Coleoptera,Pleocomidae,Pleocoma,minor,XY,Xyp,20,20,
Coleoptera,Pleocomidae,Pleocoma,simi,XY,Xyp,20,20,
Coleoptera,Ptiliidae,Ptinella,aptera,,,NA,NA,
Coleoptera,Ptiliidae,Ptinella,taylorae,,,NA,NA,
Coleoptera,Scarabaeidae,Adoretus,decanus,XY,Xyp,22,22,
Coleoptera,Scarabaeidae,Adoretus,duvauceli,XY,Xyp,22,22,
Coleoptera,Scarabaeidae,Adoretus,incurvatus,XY,Xyp,22,22,
Coleoptera,Scarabaeidae,Adoretus,lasiopygus,XY,Xyp,22,22,
Coleoptera,Scarabaeidae,Adoretus,limbatus,XY,Xyp,22,22,
Coleoptera,Scarabaeidae,Adoretus,sp.,XY,Xyp,22,22,
Coleoptera,Scarabaeidae,Adoretus,sp. (M-42)    ,XY,Xyp,22,22,
Coleoptera,Scarabaeidae,Adoretus,versutus,XY,Xyp,22,22,
Coleoptera,Scarabaeidae,Adoretus,versutus,XY,Xyp,24,24,
Coleoptera,Scarabaeidae,Adoretus,bombinator,XY,Xyp,22,22,
Coleoptera,Scarabaeidae,Adoretus,epipleuralis,XY,Xyp,22,22,
Coleoptera,Scarabaeidae,Adorrhinyptia,dorsalis,XY,Xyp,22,22,
Coleoptera,Scarabaeidae,Adorrhinyptia,sp.,XY,Xyr  ,16,16,Xyr
Coleoptera,Scarabaeidae,Adorrhinyptia,sp.,XY,Xyr  ,18,18,Xyr
Coleoptera,Scarabaeidae,Adorrhinyptia,sp.,XY,Xyr  ,20,20,Xyr
Coleoptera,Scarabaeidae,Aegiala,arenaria,,,NA,20,
Coleoptera,Scarabaeidae,Aegiala,blanchardi,XY,Xyp,20,20,
Coleoptera,Scarabaeidae,Aegialia,arenaria,XY,,20,20,
Coleoptera,Scarabaeidae,Aeqialia,arenaria,,,NA,20,
Coleoptera,Scarabaeidae,Aeqialia,blanchardi,XY,Xyp,20,20,
Coleoptera,Scarabaeidae,Allomyrina,dichotoma,XY,Xyp,20,20,
Coleoptera,Scarabaeidae,Amaurodes,passerini,XY,,20,20,
Coleoptera,Scarabaeidae,Amaurodes,passerini,XY,Xyp,20,20,
Coleoptera,Scarabaeidae,Amphimallon,majale,XY,,20,20,
Coleoptera,Scarabaeidae,Amphimallon,solstitialis,,,NA,20,
Coleoptera,Scarabaeidae,Anisoplia,flavipennis,XY,Xyp,20,20,
Coleoptera,Scarabaeidae,Anomala,dubia,XY,,20,20,
Coleoptera,Scarabaeidae,Anomala,luciae,XY,,20,20,
Coleoptera,Scarabaeidae,Anomala,bengalensis,XY,,18,18,
