"Order","Family","Genus","species","Karyotype","Genotypic","Female.2N.","male.2N."
"Coleoptera","Chrysomelidae","Chrysolina","aurichalcea","XY","male heterogametic",40,40
"Coleoptera","Chrysomelidae","Chrysolina","aurichalcea","XY","male heterogametic",46,46
"Coleoptera","Chrysomelidae","Chrysolina","aurichalcea","XO","male heterogametic",46,45
"Coleoptera","Chrysomelidae","Chrysolina","aurichalcea","","",32,31
"Coleoptera","Chrysomelidae","Chrysolina","aurichalcea","","",42,41
"Coleoptera","Chrysomelidae","Chrysolina","banksi ","XO","male heterogametic",24,23
"Coleoptera","Chrysomelidae","Chrysolina","bicolor ","XY","male heterogametic",24,24
"Coleoptera","Chrysomelidae","Chrysolina","bigorrensis ","XY","male heterogametic",26,26
"Coleoptera","Chrysomelidae","Chrysolina","carnifex ","XY","male heterogametic",40,40
"Coleoptera","Chrysomelidae","Chrysolina","cerealis ","XY","male heterogametic",24,24
"Coleoptera","Chrysomelidae","Chrysolina","cf. Subcostata ","XY","male heterogametic",26,26
"Coleoptera","Chrysomelidae","Chrysolina","coerulans ","XY","male heterogametic",24,24
"Coleoptera","Chrysomelidae","Chrysolina","colasi","XY","male heterogametic",24,24
"Coleoptera","Chrysomelidae","Chrysolina","colasi ","XY","male heterogametic",24,24
"Coleoptera","Chrysomelidae","Chrysolina","curvilinea ","XY","male heterogametic",40,40
"Coleoptera","Chrysomelidae","Chrysolina","diluta ","XY","male heterogametic",36,36
"Coleoptera","Chrysomelidae","Chrysolina","exanthematica ","XO","male heterogametic",24,23
"Coleoptera","Chrysomelidae","Chrysolina","fastuosa ","XY","male heterogametic",24,24
"Coleoptera","Chrysomelidae","Chrysolina","femoralis ","XY","male heterogametic",24,24
"Coleoptera","Chrysomelidae","Chrysolina","fragariae ","XY","male heterogametic",24,24
"Coleoptera","Chrysomelidae","Chrysolina","gebleri","XY","male heterogametic",26,26
"Coleoptera","Chrysomelidae","Chrysolina","gemina ","XY","male heterogametic",24,24
"Coleoptera","Chrysomelidae","Chrysolina","globosa ","XY","male heterogametic",26,26
"Coleoptera","Chrysomelidae","Chrysolina","graminis ","XY","male heterogametic",24,24
"Coleoptera","Chrysomelidae","Chrysolina","grossa ","XY","male heterogametic",24,24
"Coleoptera","Chrysomelidae","Chrysolina","gypsophilae grossepunctata ","XY","male heterogametic",30,30
"Coleoptera","Chrysomelidae","Chrysolina","haemoptera ","XY","male heterogametic",40,40
"Coleoptera","Chrysomelidae","Chrysolina","helopioides ","XO","male heterogametic",48,47
"Coleoptera","Chrysomelidae","Chrysolina","herbacea ","XY","male heterogametic",24,24
"Coleoptera","Chrysomelidae","Chrysolina","interstincta ","XY","male heterogametic",40,40
"Coleoptera","Chrysomelidae","Chrysolina","janbechynei ","XY","male heterogametic",40,40
"Coleoptera","Chrysomelidae","Chrysolina","kuesteri ","XY","male heterogametic",22,22
"Coleoptera","Chrysomelidae","Chrysolina","lucida ","XY","male heterogametic",24,24
"Coleoptera","Chrysomelidae","Chrysolina","marcasitica ","XY","male heterogametic",42,42
"Coleoptera","Chrysomelidae","Chrysolina","marginata","XY","male heterogametic",40,40
"Coleoptera","Chrysomelidae","Chrysolina","marginata ","XY","male heterogametic",40,40
"Coleoptera","Chrysomelidae","Chrysolina","obscurella ","XO","male heterogametic",48,47
"Coleoptera","Chrysomelidae","Chrysolina","obsoleta ","XO","male heterogametic",24,23
"Coleoptera","Chrysomelidae","Chrysolina","oricalcia ","XY","male heterogametic",40,40
"Coleoptera","Chrysomelidae","Chrysolina","peregrina ","XY","male heterogametic",46,46
"Coleoptera","Chrysomelidae","Chrysolina","polita ","XY","male heterogametic",24,24
"Coleoptera","Chrysomelidae","Chrysolina","purpurascens ","XO","male heterogametic",24,23
"Coleoptera","Chrysomelidae","Chrysolina","purpurascens ","XY","male heterogametic",24,24
"Coleoptera","Chrysomelidae","Chrysolina","purpurascens crassimargo ","XY","male heterogametic",24,24
"Coleoptera","Chrysomelidae","Chrysolina","purpurascens purpurascens ","XY","male heterogametic",24,24
"Coleoptera","Chrysomelidae","Chrysolina","pyrenaica ","XY","male heterogametic",40,40
"Coleoptera","Chrysomelidae","Chrysolina","rufa ","XO","male heterogametic",24,23
"Coleoptera","Chrysomelidae","Chrysolina","staphylea ","XY","male heterogametic",22,22
"Coleoptera","Chrysomelidae","Chrysolina","staphylea ","XO","male heterogametic",24,23
"Coleoptera","Chrysomelidae","Chrysolina","timarchoides ","XO","male heterogametic",48,47
"Coleoptera","Chrysomelidae","Chrysolina","umbratilis ","XY","male heterogametic",30,30
"Coleoptera","Chrysomelidae","Chrysolina","varians ","XY","male heterogametic",32,32
"Coleoptera","Chrysomelidae","Chrysolina","veridana ","XY","male heterogametic",24,24
"Coleoptera","Chrysomelidae","Chrysomela","interrupta ","XY","male heterogametic",34,34
"Coleoptera","Chrysomelidae","Chrysomela","lapponica ","XY","male heterogametic",34,34
"Coleoptera","Chrysomelidae","Chrysomela","mainensis interna ","XY","male heterogametic",34,34
"Coleoptera","Chrysomelidae","Chrysomela","populi ","XY","male heterogametic",34,34
"Coleoptera","Chrysomelidae","Chrysomela","schaefferi ","XY","male heterogametic",34,34
"Coleoptera","Chrysomelidae","Chrysomela","sp. 1 ","XY","male heterogametic",34,34
"Coleoptera","Chrysomelidae","Chrysomela","sp. 2 ","XY","male heterogametic",34,34
"Coleoptera","Chrysomelidae","Chrysomela","tremulae ","XY","male heterogametic",34,34
"Coleoptera","Chrysomelidae","Chrysophtharta","aurea ","XY","male heterogametic",24,24
"Coleoptera","Chrysomelidae","Chrysophtharta","decolorata ","XY","male heterogametic",24,24
"Coleoptera","Chrysomelidae","Chrysophtharta","nobilitata ","XY","male heterogametic",24,24
"Coleoptera","Chrysomelidae","Chrysophtharta","variicollis ","XY","male heterogametic",24,24
"Coleoptera","Chrysomelidae","Clytra","laeviuscula ","XY","male heterogametic",24,24
"Coleoptera","Chrysomelidae","Clytra","quadripunctata ","XY","male heterogametic",24,24
"Coleoptera","Chrysomelidae","Clytra","succinata ","XY","male heterogametic",40,40
"Coleoptera","Chrysomelidae","Colaphus","sophiae","XO","male heterogametic",28,27
"Coleoptera","Chrysomelidae","Colaspidema","barbarum","XY","male heterogametic",28,28
"Coleoptera","Chrysomelidae","Colaspis","greyi ","XY","male heterogametic",22,22
"Coleoptera","Chrysomelidae","Colaspis","tricolor ","XY","male heterogametic",30,30
"Coleoptera","Chrysomelidae","Colasposoma","auripenne ","XY","male heterogametic",16,16
"Coleoptera","Chrysomelidae","Colasposoma","lividipes ","XY","male heterogametic",16,16
"Coleoptera","Chrysomelidae","Colasposoma","metallicum ","XY","male heterogametic",16,16
"Coleoptera","Chrysomelidae","Colasposoma","ornatum ","XY","male heterogametic",16,16
"Coleoptera","Chrysomelidae","Colasposoma","rufipes ","XY","male heterogametic",16,16
"Coleoptera","Chrysomelidae","Colasposoma","semicostatum ","XY","male heterogametic",16,16
"Coleoptera","Chrysomelidae","Colasposoma","sp. 1 ","XY","male heterogametic",16,16
"Coleoptera","Chrysomelidae","Conchyloctenia","nigrovittata","XY","male heterogametic",18,18
"Coleoptera","Chrysomelidae","Conchyloctenia","nigrovittata","XY","male heterogametic",16,16
"Coleoptera","Chrysomelidae","Conicobruchus","indicus ","XY","male heterogametic",20,20
"Coleoptera","Chrysomelidae","Coptocephala","unifasciata ","XY","male heterogametic",24,24
"Coleoptera","Chrysomelidae","Coptocycla","adamantina ","XY","male heterogametic",18,18
"Coleoptera","Chrysomelidae","Coraia","clarki ","XY","male heterogametic",36,36
"Coleoptera","Chrysomelidae","Coraia","maculicollis ","XY","male heterogametic",36,36
"Coleoptera","Chrysomelidae","Cosmogramma","decora ","XY","male heterogametic",20,20
"Coleoptera","Chrysomelidae","Craspedonta","leayana ","XY","male heterogametic",18,18
"Coleoptera","Chrysomelidae","Crepidedera","aurea ","XY","male heterogametic",18,18
"Coleoptera","Chrysomelidae","Crepidedera","plutus ","XY","male heterogametic",26,26
"Coleoptera","Chrysomelidae","Crioceris","asparagi ","XY","male heterogametic",16,16
"Coleoptera","Chrysomelidae","Crioceris","duodecimpunctata ","XY","male heterogametic",16,16
"Coleoptera","Chrysomelidae","Crioceris","macilenta ","XY","male heterogametic",16,16
"Coleoptera","Chrysomelidae","Crioceris","paracenthesis ","XY","male heterogametic",16,16
"Coleoptera","Chrysomelidae","Crosita","altaica","XY","male heterogametic",30,30
"Coleoptera","Chrysomelidae","Crosita","rugulosa","XY","male heterogametic",30,30
"Coleoptera","Chrysomelidae","Crosita","salviae ","XY","male heterogametic",24,24
"Coleoptera","Chrysomelidae","Cryptocephalus","analis ","XY","male heterogametic",30,30
"Coleoptera","Chrysomelidae","Cryptocephalus","aureolus ","XY","male heterogametic",30,30
"Coleoptera","Chrysomelidae","Cryptocephalus","bipunctatus ","XY","male heterogametic",30,30
"Coleoptera","Chrysomelidae","Cryptocephalus","capucinus","XY","male heterogametic",30,30
"Coleoptera","Chrysomelidae","Cryptocephalus","crassus","XY","male heterogametic",32,32
"Coleoptera","Chrysomelidae","Cryptocephalus","espanoli","XY","male heterogametic",30,30
"Coleoptera","Chrysomelidae","Cryptocephalus","globicollis","XY","male heterogametic",30,30
"Coleoptera","Chrysomelidae","Cryptocephalus","hypochoeridis","XY","male heterogametic",30,30
"Coleoptera","Chrysomelidae","Cryptocephalus","moraei","XY","male heterogametic",30,30
"Coleoptera","Chrysomelidae","Cryptocephalus","ocellatus","XY","male heterogametic",30,30
"Coleoptera","Chrysomelidae","Cryptocephalus","ochroleucus","XY","male heterogametic",30,30
"Coleoptera","Chrysomelidae","Cryptocephalus","octopilosus","XY","male heterogametic",32,32
"Coleoptera","Chrysomelidae","Cryptocephalus","oppositus","XY","male heterogametic",30,30
"Coleoptera","Chrysomelidae","Cryptocephalus","primarius","XY","male heterogametic",40,40
"Coleoptera","Chrysomelidae","Cryptocephalus","quadruplex","XY","male heterogametic",24,24
"Coleoptera","Chrysomelidae","Cryptocephalus","rugicollis","XY","male heterogametic",30,30
"Coleoptera","Chrysomelidae","Cryptocephalus","sexmaculatus","XY","male heterogametic",28,28
"Coleoptera","Chrysomelidae","Cryptocephalus","sexpunctatus","XY","male heterogametic",16,16
"Coleoptera","Chrysomelidae","Cryptocephalus","sexpustulatus","XY","male heterogametic",30,30
"Coleoptera","Chrysomelidae","Cryptocephalus","sexsignatus","XY","male heterogametic",30,30
"Coleoptera","Chrysomelidae","Cryptocephalus","sp. 1    ","XY","male heterogametic",30,30
"Coleoptera","Chrysomelidae","Cryptocephalus","sp. 2    ","XY","male heterogametic",30,30
"Coleoptera","Chrysomelidae","Cryptocephalus","sp. 3    ","XY","male heterogametic",30,30
"Coleoptera","Chrysomelidae","Cryptocephalus","sulphureus","XY","male heterogametic",32,32
"Coleoptera","Chrysomelidae","Cryptocephalus","triangularis","XY","male heterogametic",32,32
"Coleoptera","Chrysomelidae","Cryptocephalus","violaceus","XY","male heterogametic",30,30
"Coleoptera","Chrysomelidae","Cryptocephalus","vittula","XY","male heterogametic",28,28
"Coleoptera","Chrysomelidae","Cteisella","confusa","XY","male heterogametic",18,18
"Coleoptera","Chrysomelidae","Cyrtonus","arcasi","XY","male heterogametic",40,40
"Coleoptera","Chrysomelidae","Cyrtonus","contractus","XY","male heterogametic",28,28
"Coleoptera","Chrysomelidae","Cyrtonus","cupreovirens","XY","male heterogametic",28,28
"Coleoptera","Chrysomelidae","Cyrtonus","cylindricus","XY","male heterogametic",28,28
"Coleoptera","Chrysomelidae","Cyrtonus","dufouri","XY","male heterogametic",28,28
"Coleoptera","Chrysomelidae","Cyrtonus","elegans","XY","male heterogametic",28,28
"Coleoptera","Chrysomelidae","Cyrtonus","fairmarei","XY","male heterogametic",40,40
"Coleoptera","Chrysomelidae","Cyrtonus","majoricensis","XY","male heterogametic",28,28
"Coleoptera","Chrysomelidae","Cyrtonus","pardoi","XY","male heterogametic",46,46
"Coleoptera","Chrysomelidae","Cyrtonus","plumbeus","XY","male heterogametic",28,28
"Coleoptera","Chrysomelidae","Cyrtonus","puncticeps","XY","male heterogametic",40,40
"Coleoptera","Chrysomelidae","Cyrtonus","punctipennis","XY","male heterogametic",28,28
"Coleoptera","Chrysomelidae","Cyrtonus","rotundatus","XY","male heterogametic",28,28
"Coleoptera","Chrysomelidae","Cyrtonus","ruficornis","XY","male heterogametic",28,28
"Coleoptera","Chrysomelidae","Cyrtonus","sp. 1    ","XY","male heterogametic",28,28
"Coleoptera","Chrysomelidae","Dactylispa","atkinsoni","XY","male heterogametic",16,16
"Coleoptera","Chrysomelidae","Dactylispa","brevispinosa","XY","male heterogametic",16,16
"Coleoptera","Chrysomelidae","Dactylispa","humeralis","XY","male heterogametic",16,16
"Coleoptera","Chrysomelidae","Deloyala","cruciata","XY","male heterogametic",18,18
"Coleoptera","Chrysomelidae","Deloyala","guttata","XY","male heterogametic",18,18
"Coleoptera","Chrysomelidae","Deloyala","guttata","XY","male heterogametic",20,20
"Coleoptera","Chrysomelidae","Desmogramma","nigripes","XY","male heterogametic",24,24
"Coleoptera","Chrysomelidae","Deuteronoda","suturalis","XY","male heterogametic",16,16
"Coleoptera","Chrysomelidae","Diabrotica","variablis?'","XO","male heterogametic",20,19
"Coleoptera","Chrysomelidae","Diabrotica","adelpha","XO","male heterogametic",20,19
"Coleoptera","Chrysomelidae","Diabrotica","balteata","XO","male heterogametic",20,19
"Coleoptera","Chrysomelidae","Diabrotica","bioculata","XO","male heterogametic",20,19
"Coleoptera","Chrysomelidae","Diabrotica","capitata","XO","male heterogametic",20,19
"Coleoptera","Chrysomelidae","Diabrotica","circulata","XO","male heterogametic",20,19
"Coleoptera","Chrysomelidae","Diabrotica","cortezi","XO","male heterogametic",20,19
"Coleoptera","Chrysomelidae","Diabrotica","cristata","XO","male heterogametic",20,19
"Coleoptera","Chrysomelidae","Diabrotica","dissimilis","XO","male heterogametic",20,19
"Coleoptera","Chrysomelidae","Diabrotica","flaviventris","XO","male heterogametic",20,19
"Coleoptera","Chrysomelidae","Diabrotica","graminea","XO","male heterogametic",20,19
"Coleoptera","Chrysomelidae","Diabrotica","lemniscata","XO","male heterogametic",20,19
"Coleoptera","Chrysomelidae","Diabrotica","limitata 15-punctata    ","XO","male heterogametic",20,19
"Coleoptera","Chrysomelidae","Diabrotica","longicornis","XO","male heterogametic",20,19
"Coleoptera","Chrysomelidae","Diabrotica","longicornis barberi    ","XO","male heterogametic",20,19
"Coleoptera","Chrysomelidae","Diabrotica","marginata","XO","male heterogametic",20,19
"Coleoptera","Chrysomelidae","Diabrotica","nummularis","XO","male heterogametic",20,19
"Coleoptera","Chrysomelidae","Diabrotica","ochreata","XO","male heterogametic",20,19
"Coleoptera","Chrysomelidae","Diabrotica","octoplagiata","XO","male heterogametic",20,19
"Coleoptera","Chrysomelidae","Diabrotica","porracea","XO","male heterogametic",20,19
"Coleoptera","Chrysomelidae","Diabrotica","rufolimabata","XO","male heterogametic",20,19
"Coleoptera","Chrysomelidae","Diabrotica","scutella","XO","male heterogametic",20,19
"Coleoptera","Chrysomelidae","Diabrotica","sexmaculata","XO","male heterogametic",20,19
"Coleoptera","Chrysomelidae","Diabrotica","speciosa","XO","male heterogametic",22,21
"Coleoptera","Chrysomelidae","Diabrotica","tibialis","XO","male heterogametic",20,19
"Coleoptera","Chrysomelidae","Diabrotica","trifasciata","XO","male heterogametic",20,19
"Coleoptera","Chrysomelidae","Diabrotica","undecimpunctata","XO","male heterogametic",20,19
"Coleoptera","Chrysomelidae","Diabrotica","undecimpunctata duodecimnotata    ","XO","male heterogametic",20,19
"Coleoptera","Chrysomelidae","Diabrotica","undecimpunctata howardi    ","XO","male heterogametic",20,19
"Coleoptera","Chrysomelidae","Diabrotica","undecimpunctata tenella    ","XO","male heterogametic",20,19
"Coleoptera","Chrysomelidae","Diabrotica","virgifera","XO","male heterogametic",20,19
"Coleoptera","Chrysomelidae","Diabrotica","virgifera zeae    ","XO","male heterogametic",20,19
"Coleoptera","Chrysomelidae","Diabrotica","viridula","XO","male heterogametic",20,19
"Coleoptera","Chrysomelidae","Diabrotica","viridula rufobasis    ","XO","male heterogametic",20,19
"Coleoptera","Chrysomelidae","Diapromorpha","melanopus","XY","male heterogametic",22,22
"Coleoptera","Chrysomelidae","Diapromorpha","pallens","XY","male heterogametic",24,24
"Coleoptera","Chrysomelidae","Diapromorpha","quadripunctata","XY","male heterogametic",22,22
"Coleoptera","Chrysomelidae","Diapromorpha","turcica","XY","male heterogametic",22,22
"Coleoptera","Chrysomelidae","Dibolia","penstemonis","XY","male heterogametic",32,32
"Coleoptera","Chrysomelidae","Dibolia","timida","XY","male heterogametic",40,40
"Coleoptera","Chrysomelidae","Dicladispa","occator","XY","male heterogametic",16,16
"Coleoptera","Chrysomelidae","Dicladispa","testacea","XY","male heterogametic",16,16
"Coleoptera","Chrysomelidae","Diphaulaca","arguta","XY","male heterogametic",30,30
"Coleoptera","Chrysomelidae","Diphaulaca","sp. 1    ","XY","male heterogametic",30,30
"Coleoptera","Chrysomelidae","Diphaulaca","sp. 2    ","XY","male heterogametic",30,30
"Coleoptera","Chrysomelidae","Disonycha","alternata","XY","male heterogametic",50,50
"Coleoptera","Chrysomelidae","Disonycha","laevigata","XY","male heterogametic",44,44
"Coleoptera","Chrysomelidae","Disonycha","laevigata","XY","male heterogametic",46,46
"Coleoptera","Chrysomelidae","Disonycha","sp. 1    ","XY","male heterogametic",48,48
"Coleoptera","Chrysomelidae","Disonycha","sp. 2    ","XO","male heterogametic",30,29
"Coleoptera","Chrysomelidae","Donacia","andalusica","XY","male heterogametic",30,30
"Coleoptera","Chrysomelidae","Donacia","bicolor","XY","male heterogametic",30,30
"Coleoptera","Chrysomelidae","Donacia","biimpressa","XY","male heterogametic",30,30
"Coleoptera","Chrysomelidae","Donacia","clavipes","XY","male heterogametic",30,30
