Order,Family,Genus,species,female2n,male2n,B chromosomes,sex.chromosome.system,"notes, comments",Source,Study,,,,,,,,,,,,,,
Rodentia,Ctenodactylidae,Ctenodactylus,gundi,40,40,,XY,,Animal Karyotype Book,George 1979,,,,,,,,,,,,,,
Rodentia,Ctenodactylidae,Ctenodactylus,vali,40,40,,XY,,Animal Karyotype Book,George 1979,,,,,,,,,,,,,,
Rodentia,Ctenodactylidae,Massoutiera,mzabi,36,36,,XY,,Animal Karyotype Book,George 1979,,,,,,,,,,,,,,
Rodentia,Ctenodactylidae,Pectinator,spekei,40,40,,XY,,Animal Karyotype Book,George 1979,,,,,,,,,,,,,,
Rodentia,Ctenodactylidae,Felovia,vae,36,36,,XY,,Animal Karyotype Book 2020,George 1979,,,,,,,,,,,,,,
Rodentia,Ctenomyidae,Ctenomys,fulvus,26,26,,XY,,Animal Karyotype Book,Gallardo 1979,,,,,,,,,,,,,,
Rodentia,Ctenomyidae,Ctenomys,magellanicus magellanicus,34,34,,XY,,Animal Karyotype Book,Gallardo 1979,,,,,,,,,,,,,,
Rodentia,Ctenomyidae,Ctenomys,maulinus brunneus,26,26,,XY,,Animal Karyotype Book,Gallardo 1979,,,,,,,,,,,,,,
Rodentia,Ctenomyidae,Ctenomys,maulinus maulinus,26,26,,XY,,Animal Karyotype Book,Gallardo 1979,,,,,,,,,,,,,,
Rodentia,Ctenomyidae,Ctenomys,opimus,26,26,,XY,,Animal Karyotype Book,Gallardo 1979,,,,,,,,,,,,,,
Rodentia,Ctenomyidae,Ctenomys,rionegrensis,50,50,,XY,,Animal Karyotype Book,L. Garcia et al. 2002,,,,,,,,,,,,,,
Rodentia,Ctenomyidae,Ctenomys,talarum,48,48,,XY,,Animal Karyotype Book,L. Garcia et al. 2002,,,,,,,,,,,,,,
Rodentia,Octodontidae,Octodon,degus,58,58,,XY,,Animal Karyotype Book 2020,Romanenko (Unpublished),,,,,,,,,,,,,,
Rodentia,Octodontidae,Octodon,lunatus,78,78,,XY,,Animal Karyotype Book 2020,Spotorno et al. 1995,,,,,,,,,,,,,,
Rodentia,Octodontidae,Spalacopus,cyanus,58,58,,XY,,Animal Karyotype Book 2020,Spotorno et al. 1995,,,,,,,,,,,,,,
Rodentia,Octodontidae,Aconaemys,fuscus,56,56,,XY,,Animal Karyotype Book 2020,Gallardo and Mondaca 2002,,,,,,,,,,,,,,
Rodentia,Octodontidae,Aconaemys,sagei,54,54,,XY,,Animal Karyotype Book 2020,Gallardo and Mondaca 2002,,,,,,,,,,,,,,
Rodentia,Octodontidae,Aconaemys,porteri,58,58,,XY,,Animal Karyotype Book 2020,Gallardo and Mondaca 2002,,,,,,,,,,,,,,
Rodentia,Octodontidae,Tympanoctomys,barrerae,102,102,,XY,,Animal Karyotype Book 2020,Gallardo et al. 2002,,,,,,,,,,,,,,
Rodentia,Dasyproctidae,Dasyprocta,agouti,64,64,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Dasyproctidae,Myoprocta,acouchy,62,62,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Dasyproctidae,Dasyprocta,fuliginosa,64,64,yes,XY,,Animal Karyotype Book 2020,Ramos et al. 2003,,,,,,,,,,,,,,
Rodentia,Dinomyidae,Dinomys,branickii,58,58,,XY,,Animal Karyotype Book,CRES San Diego (Unpublished),,,,,,,,,,,,,,
Rodentia,Dipodidae,Sicista ,napaea,42,42,,XY,,Animal Karyotype Book,Graphodatsky (Unpublished),,,,,,,,,,,,,,
Rodentia,Dipodidae,Sicista ,betulina,32,32,,XY,,Animal Karyotype Book 2020,Kovalskaya et al. 2011,,,,,,,,,,,,,,
Rodentia,Dipodidae,Sicista ,strandi,44,44,,XY,,Animal Karyotype Book 2020,Kovalskaya et al. 2011,,,,,,,,,,,,,,
Rodentia,Dipodidae,Sicista ,severtzovi,26,26,,XY,,Animal Karyotype Book 2020,Kovalskaya et al. 2011,,,,,,,,,,,,,,
Rodentia,Dipodidae,Sicista ,subtilis nordmanni,26,26,,XY,,Animal Karyotype Book 2020,Kovalskaya et al. 2011,,,,,,,,,,,,,,
Rodentia,Dipodidae,Sicista ,subtilis subtilis,24,24,,XY,,Animal Karyotype Book 2020,Kovalskaya et al. 2011,,,,,,,,,,,,,,
Rodentia,Echimyidae,Dactylomys,dactylinus,96,96,,XY,,Animal Karyotype Book,Aniskin 1993,,,,,,,,,,,,,,
Rodentia,Echimyidae,Dactylomys,dactylinus,94,94,,XY,,Animal Karyotype Book 2020,Aniskin 1993,,,,,,,,,,,,,,
Rodentia,Echimyidae,Isothrix,sinnamariensis,28,28,,XY,,Animal Karyotype Book,Vie et al. 1996,,,,,,,,,,,,,,
Rodentia,Echimyidae,Lonchothrix,emiliae,62,62,,XY,,Animal Karyotype Book,Aniskin 1994b,,,,,,,,,,,,,,
Rodentia,Echimyidae,Lonchothrix,emiliae,60,60,,XY,,Animal Karyotype Book 2020,Aniskin 1994b,,,,,,,,,,,,,,
Rodentia,Echimyidae,Myocastor,coypus,42,42,,XY,,Blackmon,Biltueva and Graphodatsky (Unpublished),,,,,,,,,,,,,,
Rodentia,Echimyidae,Proechimys ,brevicauda,28,28,,XY,,Animal Karyotype Book,Aniskin 1994b,,,,,,,,,,,,,,
Rodentia,Echimyidae,Proechimys ,semispinosus,30,30,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Echimyidae,Proechimys ,simonsi,32,32,,XY,,Animal Karyotype Book,Aniskin 1994b,,,,,,,,,,,,,,
Rodentia,Echimyidae,Proechimys ,sp.1,30,30,,XY,,Animal Karyotype Book,Aniskin 1994b,,,,,,,,,,,,,,
Rodentia,Echimyidae,Proechimys ,sp.2,34,34,,XY,,Animal Karyotype Book,Aniskin 1994b,,,,,,,,,,,,,,
Rodentia,Echimyidae,Proechimys ,steerei,24,24,,XY,,Animal Karyotype Book,Aniskin 1994b,,,,,,,,,,,,,,
Rodentia,Echimyidae,Proechimys ,goeldii,26,27,,complex XY,X1Y1Y2,Animal Karyotype Book 2020,Rodrigues Da Costa et al. 2016,,,,,,,,,,,,,,
Rodentia,Echimyidae,Proechimys ,goeldii,24,25,,complex XY,X1Y1Y2,Animal Karyotype Book 2020,Rodrigues Da Costa et al. 2016,,,,,,,,,,,,,,
Rodentia,Echimyidae,Proechimys ,longicaudatus,16,17,,complex XY,X1Y1Y2,Animal Karyotype Book 2020,Amaral et al. 2013,,,,,,,,,,,,,,
Rodentia,Echimyidae,Proechimys ,roberti,30,30,,XY,,Animal Karyotype Book 2020,Ribeiro et al. 2011,,,,,,,,,,,,,,
Rodentia,Erethizontidae,Erethizon,dorsatum,42,42,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Erethizontidae,Chaetomys,subspinosus,52,52,,XY,,Animal Karyotype Book 2020,Vilela et al. 2009,,,,,,,,,,,,,,
Rodentia,Erethizontidae,Coendou,villosus,42,42,,XY,,Animal Karyotype Book 2020,Bonvicino et al. 2000,,,,,,,,,,,,,,
Rodentia,Geomyidae,Geomys,attwateri,70,70,,XY,,Animal Karyotype Book,Smolen and Bickham 1994,,,,,,,,,,,,,,
Rodentia,Geomyidae,Thomomys,talpoides,48,48,,XY,,Animal Karyotype Book,Thaeler Jr. 1974,,,,,,,,,,,,,,
Rodentia,Geomyidae,Thomomys,talpoides attenuatus,48,48,,XY,,Animal Karyotype Book,Thaeler Jr. 1968,,,,,,,,,,,,,,
Rodentia,Geomyidae,Thomomys,talpoides pygmaeus,48,48,,XY,,Animal Karyotype Book,Thaeler Jr. 1968,,,,,,,,,,,,,,
Rodentia,Gliridae,Dryomys,nitedula,48,48,,XY,,Animal Karyotype Book,Graphodatsky (Unpublished),,,,,,,,,,,,,,
Rodentia,Gliridae,Eliomys,quercinus,48,48,,XY,,Blackmon,Graphodatsky (Unpublished),,,,,,,,,,,,,,
Rodentia,Gliridae,Muscardinus,avellanarius,46,46,,XY,,Animal Karyotype Book,Graphodatsky (Unpublished),,,,,,,,,,,,,,
Rodentia,Gliridae,Myomimus,personatus,44,44,,XY,,Animal Karyotype Book,Graphodatsky (Unpublished),,,,,,,,,,,,,,
Rodentia,Gliridae,Glis,glis,62,62,,XY,,Animal Karyotype Book,Graphodatsky (Unpublished),,,,,,,,,,,,,,
Rodentia,Gliridae,Eliomys,melanurus,48,48,,XY,,Animal Karyotype Book 2020,Sannier et al. 2011,,,,,,,,,,,,,,
Rodentia,Heteromyidae,Dipodomys,agilis,60,60,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Heteromyidae,Dipodomys,deserti,64,64,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Heteromyidae,Dipodomys,elator,72,72,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Heteromyidae,Dipodomys,elephantinus,60,60,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Heteromyidae,Dipodomys,gravipes,70,70,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Heteromyidae,Dipodomys,heermanni,52,52,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Heteromyidae,Dipodomys,ingens,64,64,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Heteromyidae,Dipodomys,merriami,52,52,,XY,,Blackmon,Mascarello et al. 1974,,,,,,,,,,,,,,
Rodentia,Heteromyidae,Dipodomys,microps,60,60,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Heteromyidae,Dipodomys,nelsoni,72,72,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Heteromyidae,Dipodomys,nitratoides,54,54,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Heteromyidae,Dipodomys,ordii largus,74,74,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Heteromyidae,Dipodomys,ornatus,72,72,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Heteromyidae,Dipodomys,panamintinus,64,64,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Heteromyidae,Dipodomys,spectabilis,72,72,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Heteromyidae,Dipodomys,stephensi,70,70,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Heteromyidae,Dipodomys,venustus,60,60,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Heteromyidae,Dipodomys ,agilis,74,74,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Heteromyidae,Liomys,salvini,56,56,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Heteromyidae,Liomys ,pictus,48,48,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Heteromyidae,Chaetodipus,intermedius,46,46,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Heteromyidae,Chaetodipus,penicillatus,46,46,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Heteromyidae,Chaetodipus,goldmani,42,42,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Heteromyidae,Chaetodipus,spinatus,44,44,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Hystricidae,Hystrix,indica,66,66,,XY,,Animal Karyotype Book 2020,Romanenko (Unpublished),,,,,,,,,,,,,,
Rodentia,Diatomyidae,Laonastes,aenigmamus,38-42,38-42,,XY,chrom rearrangements,Animal Karyotype Book 2020,Richard et al. 2016,,,,,,,,,,,,,,
Rodentia,Muridae,Acomys ,cahirinus-1,36,36,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Muridae,Acomys ,cahirinus-2,38,38,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Muridae,Acomys ,dimidiatus,38,38,,XY,,Animal Karyotype Book 2020,Romanenko (Unpublished),,,,,,,,,,,,,,
Rodentia,Muridae,Apodemus,flavicollis,50,50,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Muridae,Apodemus,sylvaticus,48,48,,XY,,Blackmon,Stanyon et al. 2004,,,,,,,,,,,,,,
Rodentia,Muridae,Apodemus ,agrarius,48,48,,XY,,Blackmon,Sablina et al. (Unpublished),,,,,,,,,,,,,,
Rodentia,Muridae,Apodemus ,flavicollis,48,48,yes,XY,,Blackmon,Sablina et al. (Unpublished),,,,,,,,,,,,,,
Rodentia,Muridae,Apodemus ,peninsulae,48,48,yes (6),XY,,Animal Karyotype Book,Sablina et al. (Unpublished),,,,,,,,,,,,,,
Rodentia,Muridae,Apodemus ,speciosus,48,48,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Muridae,Apodemus,uralensis,48,48,,XY,,Animal Karyotype Book 2020,Volobouev and Aniskin (Unpublished),,,,,,,,,,,,,,
Rodentia,Muridae,Apodemus,mystacinus,48,48,,XY,,Animal Karyotype Book 2020,Sablina et al. (Unpublished),,,,,,,,,,,,,,
Rodentia,Muridae,Archboldomys,luzonensis,26,26,,XY,,Animal Karyotype Book,Rickart and Heany 2002,,,,,,,,,,,,,,
Rodentia,Muridae,Arvicanthis,ansorgei,62,62,,XY,,Animal Karyotype Book,Volobouev et al. 2002b,,,,,,,,,,,,,,
Rodentia,Muridae,Arvicanthis,niloticus-cytotype 1A,62,62,,XY,,Animal Karyotype Book,Volobouev et al. 2002b,,,,,,,,,,,,,,
Rodentia,Muridae,Arvicanthis,niloticus-cytotype 1B,62,62,,XY,,Animal Karyotype Book,Volobouev et al. 2002b,,,,,,,,,,,,,,
Rodentia,Muridae,Arvicanthis,rufinus,62,62,,XY,,Animal Karyotype Book,Volobouev et al. 2002b,,,,,,,,,,,,,,
Rodentia,Muridae,Arvicanthis,sp.,58,58,,XY,,Animal Karyotype Book,Volobouev et al. 2002b,,,,,,,,,,,,,,
Rodentia,Muridae,Bandicota,bengalensis,42,42,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Muridae,Bandicota,indica,42,42,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Muridae,Celaenomys,silaceus,44,44,,XY,,Animal Karyotype Book 2020,Rickart and Heany 2002,,,,,,,,,,,,,,
Rodentia,Muridae,Chrotomys,silaceus,44,44,,XY,,Animal Karyotype Book,Rickart and Heany 2002,,,,,,,,,,,,,,
Rodentia,Muridae,Crunomys,suncoides,36,36,,XY,,Animal Karyotype Book,Rickart and Heany 2002,,,,,,,,,,,,,,
Rodentia,Muridae,Dasymys,incomtus,36,36,,XY,,Animal Karyotype Book,Volobouev et al. 2000,,,,,,,,,,,,,,
Rodentia,Muridae,Dasymys,rufulus,36,36,yes (3),XY,,Animal Karyotype Book,Volobouev et al. 2000,,,,,,,,,,,,,,
Rodentia,Muridae,Gerbillus,cheesmani,38,38,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Muridae,Dipodillus,rupicola,52,52,,XY,,Animal Karyotype Book,Granjon et al. 2002,,,,,,,,,,,,,,
Rodentia,Muridae,Gerbillus,occiduus,40,40,,XY,,Animal Karyotype Book 2020,Aniskin et al. 2006,,,,,,,,,,,,,,
Rodentia,Muridae,Gerbillus,perpallidus,40,40,,XY,,Animal Karyotype Book 2020,Aniskin et al. 2006,,,,,,,,,,,,,,
Rodentia,Muridae,Gerbillus,pyramidum,38,38,,XY,,Animal Karyotype Book 2020,Aniskin et al. 2006,,,,,,,,,,,,,,
Rodentia,Muridae,Gerbillus,tarabuli,40,40,,XY,,Animal Karyotype Book 2020,Aniskin et al. 2006,,,,,,,,,,,,,,
Rodentia,Muridae,Gerbillurus,tytonis,36,36,,XY,,Animal Karyotype Book 2020,Volobouev et al. 2007,,,,,,,,,,,,,,
Rodentia,Muridae,Gerbilliscus,gambianus,52,52,,XY,,Animal Karyotype Book 2020,Volobouev et al. 2007,,,,,,,,,,,,,,
Rodentia,Muridae,Gerbilliscus,guineae,50,50,,XY,,Animal Karyotype Book 2020,Volobouev et al. 2007,,,,,,,,,,,,,,
Rodentia,Muridae,Gerbilliscus,kempi,48,48,,XY,,Animal Karyotype Book 2020,Volobouev et al. 2007,,,,,,,,,,,,,,
Rodentia,Muridae,Gerbillurus,leucogaster,40,40,,XY,,Animal Karyotype Book 2020,Volobouev et al. 2007,,,,,,,,,,,,,,
Rodentia,Muridae,Gerbillurus,robustus,36,36,,XY,,Animal Karyotype Book 2020,Volobouev et al. 2007,,,,,,,,,,,,,,
Rodentia,Muridae,Gerbillurus,sp.,46,46,,XY,,Animal Karyotype Book 2020,Volobouev et al. 2007,,,,,,,,,,,,,,
Rodentia,Muridae,Hapalomys,delacouri,48,48,yes,XY,,Animal Karyotype Book 2020,Badenhort et al. 2012,,,,,,,,,,,,,,
Rodentia,Muridae,Lemniscomys,barbarus,54,54,,XY,,Animal Karyotype Book 2020,Romanenko (Unpublished),,,,,,,,,,,,,,
Rodentia,Muridae,Leopoldamys,edwarsi,44,44,,XY,,Animal Karyotype Book,Sablina et al. (Unpublished),,,,,,,,,,,,,,
Rodentia,Muridae,Lophuromys,brevicaudus,68,68,,XY,,Animal Karyotype Book,Aniskin et al. 1997a,,,,,,,,,,,,,,
Rodentia,Muridae,Lophuromys,chrysopus,54,54,,XY,,Animal Karyotype Book,Aniskin et al. 1997a,,,,,,,,,,,,,,
Rodentia,Muridae,Lophuromys,melanonyx,60,60,,XY,,Animal Karyotype Book,Aniskin et al. 1997a,,,,,,,,,,,,,,
Rodentia,Muridae,Mastomys,awashensis,32,32,,XY,,Animal Karyotype Book,Volobouev et al. 2002a,,,,,,,,,,,,,,
Rodentia,Muridae,Mastomys,erythroleucus,38,38,,XY,,Animal Karyotype Book,Volobouev et al. 2002a,,,,,,,,,,,,,,
Rodentia,Muridae,Mastomys,huberti,32,32,,XY,,Animal Karyotype Book,Volobouev et al. 2002a,,,,,,,,,,,,,,
Rodentia,Muridae,Mastomys,kollmanspergeri,38,38,,XY,,Animal Karyotype Book,Volobouev et al. 2002a,,,,,,,,,,,,,,
Rodentia,Muridae,Mastomys,natalensis,32,32,,XY,,Animal Karyotype Book,Volobouev et al. 2002a,,,,,,,,,,,,,,
Rodentia,Muridae,Mastomys,coucha,36,36,,XY,,Animal Karyotype Book 2020,Romanenko (Unpublished),,,,,,,,,,,,,,
Rodentia,Muridae,Maxomys,surifer,52,52,,XY,,Animal Karyotype Book 2020,Badenhorst et al. 2011,,,,,,,,,,,,,,
Rodentia,Muridae,Meriones,libycus,44,44,,XY,,Blackmon,Darvish and Volobouev (Unpublished),,,,,,,,,,,,,,
Rodentia,Muridae,Meriones,shawi,44,44,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Muridae,Meriones,unguiculatus,44,44,,XY,,Blackmon,Darvish and Volobouev (Unpublished),,,,,,,,,,,,,,
Rodentia,Muridae,Meriones ,hurrianae,40,40,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Muridae,Meriones,crassus,58,58,,XY,,Animal Karyotype Book 2020,Darvish and Volobouev (Unpublished),,,,,,,,,,,,,,
Rodentia,Muridae,Meriones,persicus,42,42,,XY,,Animal Karyotype Book 2020,Darvish and Volobouev (Unpublished),,,,,,,,,,,,,,
Rodentia,Muridae,Meriones,rex,38,38,,XY,,Animal Karyotype Book 2020,Darvish and Volobouev (Unpublished),,,,,,,,,,,,,,
Rodentia,Muridae,Meriones,meridianus,50,50,,XY,,Animal Karyotype Book 2020,Romanenko (Unpublished),,,,,,,,,,,,,,
Rodentia,Muridae,Mus,minutoides-1,36,35,,complex XY,X1X2Y,Blackmon,,,,,,,,,,,,,,,
Rodentia,Muridae,Mus,minutoides-2,,,,complex XY,"XX,X*X,X*Y females  and XY males",Blackmon,,,,,,,,,,,,,,,
Rodentia,Muridae,Mus,musculoides,18,19,,complex XY,XY1Y2,Blackmon,,,,,,,,,,,,,,,
Rodentia,Muridae,Mus,musculus,40,40,,XY,,Blackmon,Adler 1994,,,,,,,,,,,,,,
Rodentia,Muridae,Mus ,cervicolor,38,38,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Muridae,Mus ,macedonicus,40,40,,XY,,Animal Karyotype Book,Ivanitskaya et al. 1996,,,,,,,,,,,,,,
Rodentia,Muridae,Mus ,mahomet,36,36,,XY,,Animal Karyotype Book,Aniskin et al. 1998,,,,,,,,,,,,,,
Rodentia,Muridae,Mus ,poschiavinus,26,26,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Muridae,Mus,mattheyi,36,36,,XY,,Animal Karyotype Book 2020,Veyrunes et al. 2006,,,,,,,,,,,,,,
Rodentia,Muridae,Mus,minutoides,33,33,,XY,fusion of chrom 1 to X and Y,Animal Karyotype Book 2020,Volobouev and Aniskin (Unpublished),,,,,,,,,,,,,,
Rodentia,Muridae,Mus,minutoides,18,18,,XY,"fusion of hrom to X, chrom 1 now Y?",Animal Karyotype Book 2020,Veyrunes et al. 2004,,,,,,,,,,,,,,
Rodentia,Muridae,Mus,minutoides,34,34,,XY,fusion of chrom 1 to X and Y,,,,,,,,,,,,,,,,
Rodentia,Muridae,Mus,pahari,48,48,,XY,,Animal Karyotype Book 2020,Veyrunes et al. 2006,,,,,,,,,,,,,,
Rodentia,Muridae,Nesokia ,indica,42,42,,XY,,Blackmon,Sablina et al. (Unpublished),,,,,,,,,,,,,,
Rodentia,Muridae,Niviventer,confucianus,46,46,,XY,,Animal Karyotype Book 2020,Aniskin and Volobouev (Unpublished),,,,,,,,,,,,,,
Rodentia,Muridae,Otomys,irroratus,28,8,yes,XY,,Animal Karyotype Book 2020,Engelbrecht et al. 2006,,,,,,,,,,,,,,
Rodentia,Muridae,Phloeomys,cumingi,44,44,,XY,,Animal Karyotype Book,Rickart and Heany 2002,,,,,,,,,,,,,,
Rodentia,Muridae,Praomys,daltoni,36,36,,XY,,Animal Karyotype Book,Volobouev et al. 2002a,,,,,,,,,,,,,,
Rodentia,Muridae,Psammomys,obesus,48,48,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Muridae,Mastomys,natalensis,36,36,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Muridae,Rattus,norvegicus,42,42,,XY,,Blackmon,Nilson et al. 2001,,,,,,,,,,,,,,
Rodentia,Muridae,Rattus,rattus,38,38,,XY,,Blackmon,Cavagna et al. 2002,,,,,,,,,,,,,,
Rodentia,Muridae,Rattus ,argentiventer,42,42,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Muridae,Rattus ,exulans,42,42,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Muridae,Rattus ,flavipectus,46,46,,XY,,Animal Karyotype Book,Sablina et al. (Unpublished),,,,,,,,,,,,,,
Rodentia,Muridae,Rattus ,mindanensis,42,42,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Muridae,Rattus ,nitidus,42,42,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Muridae,Rattus,tanezumi ,42,42,,XY,,Animal Karyotype Book 2020,Aniskin and Volobouev (Unpublished),,,,,,,,,,,,,,
Rodentia,Muridae,Rhabdomys,pumilio,46,46,,XY,chrom rearrangements,Animal Karyotype Book 2020,Rambau and Robinson 2003,,,,,,,,,,,,,,
Rodentia,Muridae,Rhombomys,opimus,40,40,,XY,,Animal Karyotype Book 2020,Romanenko (Unpublished),,,,,,,,,,,,,,
Rodentia,Muridae,Stenocephalemys,albipes,46,46,,XY,,Animal Karyotype Book,Lavrenchenko et al. 2001,,,,,,,,,,,,,,
Rodentia,Muridae,Stenocephalemys,albocaudata,54,54,,XY,,Animal Karyotype Book,Lavrenchenko et al. 2001,,,,,,,,,,,,,,
Rodentia,Muridae,Stenocephalemys,griseicauda,54,54,,XY,,Animal Karyotype Book,Lavrenchenko et al. 2001,,,,,,,,,,,,,,
Rodentia,Spalacidae,Tachyoryctes,macrocephalus,50,50,,XY,,Animal Karyotype Book 2020,Aniskin et al. 1997b,,,,,,,,,,,,,,
Rodentia,Spalacidae,Tachyoryctes,splendens,48,48,,XY,,Animal Karyotype Book 2020,Aniskin et al. 1997b,,,,,,,,,,,,,,
Rodentia,Muridae,Gerbilliscus,nigricauda,40,40,,XY,,Animal Karyotype Book,Qumsiyeh 1986,,,,,,,,,,,,,,
Rodentia,Muridae,Taterillus,arenarius,34,35,,complex XY,XY1Y2,Animal Karyotype Book,Volobouev and Granjon 1996,,,,,,,,,,,,,,
Rodentia,Muridae,Taterillus,arenarius,30,31,,complex XY,XY1Y2,Blackmon,,,,,,,,,,,,,,,
Rodentia,Muridae,Taterillus,congicus,54,54,,XY,,Animal Karyotype Book,Dobigny 2002,,,,,,,,,,,,,,
Rodentia,Muridae,Taterillus,petteri,18,19,,complex XY,XY1Y2,Animal Karyotype Book,Dobigny 2002,,,,,,,,,,,,,,
Rodentia,Muridae,Taterillus,pygargus,22,23,,complex XY,XY1Y2,Blackmon,,,,,,,,,,,,,,,
Rodentia,Muridae,Taterillus,sp.1,22,23,,complex XY,XY1Y2,Animal Karyotype Book,Dobigny et al. 2002,,,,,,,,,,,,,,
Rodentia,Muridae,Taterillus,sp.1,22,23,,complex XY,XY1Y2,Blackmon,,,,,,,,,,,,,,,
Rodentia,Muridae,Taterillus,sp.2,38,37,,complex XY,XY1Y2,Animal Karyotype Book,Dobigny et al. 2002,,,,,,,,,,,,,,
Rodentia,Muridae,Taterillus,sp.2,24,25,,complex XY,XY1Y2,Blackmon,,,,,,,,,,,,,,,
Rodentia,Muridae,Taterillus,tranieri,14,15,,complex XY,XY1Y2,Blackmon,Dobigny et al. 2003,,,,,,,,,,,,,,
Rodentia,Muridae,Taterillus,sp. 3,20,20,,XY,,Animal Karyotype Book 2020,Volobouev and Aniskin (Unpublished),,,,,,,,,,,,,,
Rodentia,Muridae,Taterillus,sp. 4,19,19,,complex XY,XY1Y2,Animal Karyotype Book 2020,Volobouev and Aniskin (Unpublished),,,,,,,,,,,,,,
Rodentia,Muridae,Tokudaia,osimensis osimensis,25,25,,XO,XO females and males/no SRY,Blackmon,,,,,,,,,,,,,,,
Rodentia,Muridae,Tokudaia,osimensis spp,45,45,,XO,XO females and males/no SRY,Blackmon,,,,,,,,,,,,,,,
Rodentia,Muridae,Vandeleuria,oleracea,29,29,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Muridae,Vandeleuria,oleracea,29,29,,complex XY,X1X2Y,Blackmon,,,,,,,,,,,,,,,
Rodentia,Nesomyidae,Mystromys,albicaudatus,32,32,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Nesomyidae,Dendromus,lachaisei,30,30,,XY,,Animal Karyotype Book 2020,Denys and Aniskin 2012,,,,,,,,,,,,,,
Rodentia,Nesomyidae,Eliurus,minor,76,76,,XY,,Animal Karyotype Book 2020,Solano et al. 2011,,,,,,,,,,,,,,
Rodentia,Nesomyidae,Eliurus,majori,58,58,,XY,,Animal Karyotype Book 2020,Solano et al. 2011,,,,,,,,,,,,,,
Rodentia,Nesomyidae,Nesomys,rufus,60,60,,XY,,Animal Karyotype Book 2020,Solano et al. 2011,,,,,,,,,,,,,,
Rodentia,Nesomyidae,Cricetomys,emini,80,80,,XY,,Animal Karyotype Book 2020,S. Romanenko (Unpublished),,,,,,,,,,,,,,
Rodentia,Nesomyidae,Cricetomys,gambianus,80,80,,XY,,Animal Karyotype Book 2020,V. Aniskin and V. Volobouev (Unpublished),,,,,,,,,,,,,,
Rodentia,Ochotonidae,Ochotona,princeps,68,68,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Octodontidae,Aconaemys,fuscus,56,56,,XY,,Animal Karyotype Book,Gallardo and Mandaca 2002,,,,,,,,,,,,,,
Rodentia,Octodontidae,Aconaemys,porteri,58,58,,XY,,Animal Karyotype Book,Gallardo and Mandaca 2002,,,,,,,,,,,,,,
